date,order_channel,total_orders,total_customers,total_qty_kg,gross_sales,discount_amount,delivery_fee,tax_amount,net_sales,created_at,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
2024-06-25,Website,100,89,595.77,32150.74,2087.28,933.35,1503.17,29130.11,2025-12-02 10:48:49,,,,
2024-06-25,Mobile App,122,85,490.11,17874.82,887.98,571.62,849.34,16415.22,2025-12-02 10:48:49,,,,
2024-06-25,WhatsApp,130,109,535.09,19028.61,1763.67,436.35,863.25,16828.59,2025-12-02 10:48:49,,,,
2024-06-26,Website,178,115,231.07,10816.13,563.17,378.79,512.65,9874.169999999998,2025-12-02 10:48:49,,,,
2024-06-26,Mobile App,207,179,205.92,7326.69,630.5,866.55,334.81,5829.639999999999,2025-12-02 10:48:49,,,,
2024-06-26,WhatsApp,209,167,481.36,28175.76,1900.22,528.84,1313.78,25746.699999999997,2025-12-02 10:48:49,,,,
2024-06-27,Website,290,240,408.77,24171.96,811.81,714.36,1168.01,22645.79,2025-12-02 10:48:49,,,,
2024-06-27,Mobile App,246,231,514.4,21256.88,1674.14,628.32,979.14,18954.420000000002,2025-12-02 10:48:49,,,,
2024-06-27,WhatsApp,150,122,336.05,20041.99,1892.79,1062.49,907.46,17086.710000000003,2025-12-02 10:48:49,,,,
2024-06-28,Website,91,83,366.76,14946.68,1279.61,349.36,683.35,13317.710000000001,2025-12-02 10:48:49,,,,
2024-06-28,Mobile App,114,76,231.3,12909.94,698.13,1418.07,610.59,10793.740000000002,2025-12-02 10:48:49,,,,
2024-06-28,WhatsApp,222,154,693.39,22113.69,1178.69,1490.83,1046.75,19444.17,2025-12-02 10:48:49,,,,
2024-06-29,Website,194,154,110.62,4883.74,325.57,839.95,227.91,3718.22,2025-12-02 10:48:49,,,,
2024-06-29,Mobile App,63,53,641.61,27958.11,1822.16,799.25,1306.8,25336.7,2025-12-02 10:48:49,,,,
2024-06-29,WhatsApp,182,153,543.68,25187.01,526.28,1404.52,1233.04,23256.21,2025-12-02 10:48:49,,,,
2024-06-30,Website,206,124,429.31,24848.3,860.45,1170.1,1199.39,22817.75,2025-12-02 10:48:49,,,,
2024-06-30,Mobile App,196,143,567.25,26340.98,2124.51,491.78,1210.82,23724.69,2025-12-02 10:48:49,,,,
2024-06-30,WhatsApp,59,43,745.93,25543.74,574.66,561.28,1248.45,24407.800000000003,2025-12-02 10:48:49,,,,
2024-07-01,Website,158,99,558.75,33276.51,2186.44,1074.56,1554.5,30015.510000000002,2025-12-02 10:48:49,,,,
2024-07-01,Mobile App,100,73,106.34,4594.88,327.73,1050.81,213.36,3216.34,2025-12-02 10:48:49,,,,
2024-07-01,WhatsApp,125,100,393.39,21935.81,629.99,1367.98,1065.29,19937.84,2025-12-02 10:48:49,,,,
2024-07-02,Website,234,218,168.21,8931.11,518.57,808.84,420.63,7603.700000000001,2025-12-02 10:48:49,,,,
2024-07-02,Mobile App,91,64,537.2,21108.1,870.64,1002.83,1011.87,19234.629999999997,2025-12-02 10:48:49,,,,
2024-07-02,WhatsApp,160,140,707.78,31361.66,925.82,708.33,1521.79,29727.51,2025-12-02 10:48:49,,,,
2024-07-03,Website,215,144,337.18,10907.31,1081.42,721.87,491.29,9104.02,2025-12-02 10:48:49,,,,
2024-07-03,Mobile App,283,226,429.45,13691.14,1310.83,965.99,619.02,11414.32,2025-12-02 10:48:49,,,,
2024-07-03,WhatsApp,199,141,611.29,25022.3,1925.27,1128.68,1154.85,21968.35,2025-12-02 10:48:49,,,,
2024-07-04,Website,213,156,680.13,25885.54,2425.44,1483.04,1173.01,21977.06,2025-12-02 10:48:49,,,,
2024-07-04,Mobile App,221,174,418.2,24734.5,1180.91,328.41,1177.68,23225.18,2025-12-02 10:48:49,,,,
2024-07-04,WhatsApp,92,69,684.86,24860.18,1972.01,1234.19,1144.41,21653.98,2025-12-02 10:48:49,,,,
2024-07-05,Website,119,79,717.75,27954.06,2098.86,726.75,1292.76,25128.45,2025-12-02 10:48:49,,,,
2024-07-05,Mobile App,142,85,126.18,4576.41,301.39,507.52,213.75,3767.5,2025-12-02 10:48:49,,,,
2024-07-05,WhatsApp,174,116,748.69,27080.31,782.72,1101.88,1314.88,25195.710000000003,2025-12-02 10:48:49,,,,
2024-07-06,Website,88,54,665.83,37497.75,1958.95,1161.05,1776.94,34377.75,2025-12-02 10:48:49,,,,
2024-07-06,Mobile App,291,182,514.88,26687.19,682.24,1152.71,1300.25,24852.239999999998,2025-12-02 10:48:49,,,,
2024-07-06,WhatsApp,106,65,300.83,14564.63,921.67,1167.97,682.15,12474.99,2025-12-02 10:48:49,,,,
2024-07-07,Website,158,107,401.65,15795.17,1301.54,1161.04,724.68,13332.59,2025-12-02 10:48:49,,,,
2024-07-07,Mobile App,268,160,411.87,22165.05,1311.26,1381.14,1042.69,19472.649999999998,2025-12-02 10:48:49,,,,
2024-07-07,WhatsApp,192,152,509.04,23537.95,1607.92,727.2,1096.5,21202.83,2025-12-02 10:48:49,,,,
2024-07-08,Website,77,62,490.96,24241.54,783.58,633.93,1172.9,22824.030000000002,2025-12-02 10:48:49,,,,
2024-07-08,Mobile App,211,154,468.73,16590.04,1286.48,513.79,765.18,14789.77,2025-12-02 10:48:49,,,,
2024-07-08,WhatsApp,286,252,353.83,19627.51,1893.71,1091.26,886.69,16642.539999999997,2025-12-02 10:48:49,,,,
2024-07-09,Website,92,68,364.18,15472.36,702.23,606.57,738.51,14163.560000000001,2025-12-02 10:48:49,,,,
2024-07-09,Mobile App,129,90,224.02,9138.21,633.01,1485.61,425.26,7019.589999999999,2025-12-02 10:48:49,,,,
2024-07-09,WhatsApp,73,68,528.17,22936.19,1628.24,1405.79,1065.4,19902.16,2025-12-02 10:48:49,,,,
2024-07-10,Website,283,185,432.52,22735.66,1805.64,489.43,1046.5,20440.59,2025-12-02 10:48:49,,,,
2024-07-10,Mobile App,298,269,772.24,43324.41,1043.79,1131.34,2114.03,41149.280000000006,2025-12-02 10:48:49,,,,
2024-07-10,WhatsApp,185,154,782.92,34211.42,892.51,856.16,1665.95,32462.75,2025-12-02 10:48:49,,,,
2024-07-11,Website,150,110,100.87,3884.02,308.91,513.66,178.76,3061.45,2025-12-02 10:48:49,,,,
2024-07-11,Mobile App,113,97,489.78,19255.6,873.75,1366.51,919.09,17015.339999999997,2025-12-02 10:48:49,,,,
2024-07-11,WhatsApp,188,116,633.53,33914.92,1283.94,522.05,1631.55,32108.929999999997,2025-12-02 10:48:49,,,,
2024-07-12,Website,235,196,407.92,12689.76,680.76,642.29,600.45,11366.710000000001,2025-12-02 10:48:49,,,,
2024-07-12,Mobile App,196,151,376.28,17644.8,619.83,1016.79,851.25,16008.18,2025-12-02 10:48:49,,,,
2024-07-12,WhatsApp,64,40,746.15,33076.06,3229.92,886.2,1492.31,28959.94,2025-12-02 10:48:49,,,,
2024-07-13,Website,223,137,277.89,11886.3,698.06,843.4,559.41,10344.84,2025-12-02 10:48:49,,,,
2024-07-13,Mobile App,206,163,663.79,30304.38,947.25,1148.59,1467.86,28208.54,2025-12-02 10:48:49,,,,
2024-07-13,WhatsApp,258,236,711.35,33215.92,2501.95,391.88,1535.7,30322.089999999997,2025-12-02 10:48:49,,,,
2024-07-14,Website,173,121,330.97,15455.54,609.83,659.92,742.29,14185.79,2025-12-02 10:48:49,,,,
2024-07-14,Mobile App,299,216,792.6,40756.79,2810.57,1433.55,1897.31,36512.67,2025-12-02 10:48:49,,,,
2024-07-14,WhatsApp,131,122,579.72,17553.42,775.21,1396.55,838.91,15381.659999999998,2025-12-02 10:48:49,,,,
2024-07-15,Website,218,137,558.36,25579.64,1217.9,1209.2,1218.09,23152.54,2025-12-02 10:48:49,,,,
2024-07-15,Mobile App,231,214,297.91,11783.56,445.67,1251.84,566.89,10086.05,2025-12-02 10:48:49,,,,
2024-07-15,WhatsApp,172,126,472.77,26273.65,1726.09,605.54,1227.38,23942.02,2025-12-02 10:48:49,,,,
2024-07-16,Website,132,104,592.09,26444.28,1004.54,777.3,1271.99,24662.44,2025-12-02 10:48:49,,,,
2024-07-16,Mobile App,58,50,672.18,38926.42,2533.25,605.08,1819.66,35788.09,2025-12-02 10:48:49,,,,
2024-07-16,WhatsApp,186,159,300.3,17350.09,689.57,1209.27,833.03,15451.25,2025-12-02 10:48:49,,,,
2024-07-17,Website,57,41,247.64,10700.67,790.32,612.0,495.52,9298.35,2025-12-02 10:48:49,,,,
2024-07-17,Mobile App,59,47,327.12,19105.77,636.28,797.71,923.47,17671.78,2025-12-02 10:48:49,,,,
2024-07-17,WhatsApp,133,98,626.26,36992.31,1187.93,429.25,1790.22,35375.13,2025-12-02 10:48:49,,,,
2024-07-18,Website,88,67,251.63,8649.71,564.25,847.13,404.27,7238.329999999999,2025-12-02 10:48:49,,,,
2024-07-18,Mobile App,84,58,510.08,26429.93,1890.13,476.31,1226.99,24063.49,2025-12-02 10:48:49,,,,
2024-07-18,WhatsApp,95,77,349.65,19926.78,1241.68,1159.6,934.25,17525.5,2025-12-02 10:48:49,,,,
2024-07-19,Website,225,185,748.06,27822.26,2153.66,742.66,1283.43,24925.94,2025-12-02 10:48:49,,,,
2024-07-19,Mobile App,192,173,139.42,7476.73,399.39,1498.26,353.87,5579.08,2025-12-02 10:48:49,,,,
2024-07-19,WhatsApp,128,107,263.11,14737.91,1082.17,1133.09,682.79,12522.65,2025-12-02 10:48:49,,,,
2024-07-20,Website,57,40,460.73,16452.55,342.38,793.13,805.51,15317.039999999999,2025-12-02 10:48:49,,,,
2024-07-20,Mobile App,196,169,125.25,4682.31,224.38,1368.05,222.9,3089.8800000000006,2025-12-02 10:48:49,,,,
2024-07-20,WhatsApp,269,237,406.6,13775.54,1217.52,698.8,627.9,11859.220000000001,2025-12-02 10:48:49,,,,
2024-07-21,Website,92,71,755.23,37204.89,2784.39,664.01,1721.03,33756.49,2025-12-02 10:48:49,,,,
2024-07-21,Mobile App,238,198,617.5,23403.15,1758.48,1214.72,1082.23,20429.95,2025-12-02 10:48:49,,,,
2024-07-21,WhatsApp,277,251,131.93,6567.48,354.32,1292.92,310.66,4920.24,2025-12-02 10:48:49,,,,
2024-07-22,Website,227,151,598.52,22746.13,967.31,587.66,1088.94,21191.16,2025-12-02 10:48:49,,,,
2024-07-22,Mobile App,189,152,361.95,12288.36,362.45,677.81,596.3,11248.1,2025-12-02 10:48:49,,,,
2024-07-22,WhatsApp,292,276,603.48,31650.88,2599.8,313.91,1452.55,28737.170000000002,2025-12-02 10:48:49,,,,
2024-07-23,Website,155,113,387.18,11802.93,659.58,1055.27,557.17,10088.08,2025-12-02 10:48:49,,,,
2024-07-23,Mobile App,147,101,738.48,35796.48,3473.16,555.45,1616.17,31767.870000000003,2025-12-02 10:48:49,,,,
2024-07-23,WhatsApp,240,147,583.31,18861.53,1642.41,1209.44,860.96,16009.679999999998,2025-12-02 10:48:49,,,,
2024-07-24,Website,188,146,583.66,28636.15,1775.53,1418.66,1343.03,25441.960000000003,2025-12-02 10:48:49,,,,
2024-07-24,Mobile App,177,126,745.29,32398.22,2381.92,994.98,1500.82,29021.32,2025-12-02 10:48:49,,,,
2024-07-24,WhatsApp,73,47,300.0,14979.91,523.08,870.31,722.84,13586.52,2025-12-02 10:48:49,,,,
2024-07-25,Website,251,201,512.21,16835.03,410.95,1234.01,821.2,15190.07,2025-12-02 10:48:49,,,,
2024-07-25,Mobile App,110,102,297.36,9812.22,889.45,1478.38,446.14,7444.389999999999,2025-12-02 10:48:49,,,,
2024-07-25,WhatsApp,86,72,180.42,9874.56,222.24,1153.7,482.62,8498.619999999999,2025-12-02 10:48:49,,,,
2024-07-26,Website,280,235,665.42,23817.08,2337.71,831.72,1073.97,20647.65,2025-12-02 10:48:49,,,,
2024-07-26,Mobile App,198,119,552.32,20642.05,1802.29,1347.79,941.99,17491.97,2025-12-02 10:48:49,,,,
2024-07-26,WhatsApp,64,58,133.72,5343.19,108.49,1280.98,261.74,3953.7199999999993,2025-12-02 10:48:49,,,,
2024-07-27,Website,154,100,347.35,12983.86,656.29,1152.44,616.38,11175.130000000001,2025-12-02 10:48:49,,,,
2024-07-27,Mobile App,214,160,328.32,19344.55,1333.12,828.57,900.57,17182.86,2025-12-02 10:48:49,,,,
2024-07-27,WhatsApp,277,246,744.04,33199.32,2445.48,570.2,1537.69,30183.64,2025-12-02 10:48:49,,,,
2024-07-28,Website,102,80,783.73,24796.93,1928.56,911.69,1143.42,21956.68,2025-12-02 10:48:49,,,,
2024-07-28,Mobile App,214,139,459.33,17731.65,1691.69,431.94,802.0,15608.02,2025-12-02 10:48:49,,,,
2024-07-28,WhatsApp,195,161,597.47,31346.14,2653.85,1316.41,1434.61,27375.879999999997,2025-12-02 10:48:49,,,,
2024-07-29,Website,120,110,580.53,21435.64,513.58,998.5,1046.1,19923.559999999998,2025-12-02 10:48:49,,,,
2024-07-29,Mobile App,137,86,514.35,17628.84,578.11,629.74,852.54,16420.99,2025-12-02 10:48:49,,,,
2024-07-29,WhatsApp,235,179,400.95,17849.31,1219.63,525.12,831.48,16104.560000000001,2025-12-02 10:48:49,,,,
2024-07-30,Website,101,93,377.89,12774.7,1163.94,739.3,580.54,10871.460000000001,2025-12-02 10:48:49,,,,
2024-07-30,Mobile App,253,229,318.31,12438.96,1100.06,456.5,566.95,10882.4,2025-12-02 10:48:49,,,,
2024-07-30,WhatsApp,147,127,642.47,21629.74,470.72,722.14,1057.95,20436.88,2025-12-02 10:48:49,,,,
2024-07-31,Website,79,66,544.52,19310.97,1665.43,837.58,882.28,16807.96,2025-12-02 10:48:49,,,,
2024-07-31,Mobile App,253,160,514.77,21128.68,928.95,1127.77,1009.99,19071.96,2025-12-02 10:48:49,,,,
2024-07-31,WhatsApp,287,190,373.46,17061.09,1541.52,1405.26,775.98,14114.310000000001,2025-12-02 10:48:49,,,,
2024-08-01,Website,183,155,618.24,31722.32,1105.7,718.23,1530.83,29898.39,2025-12-02 10:48:49,,,,
2024-08-01,Mobile App,264,226,230.02,9816.42,425.67,1160.38,469.54,8230.369999999999,2025-12-02 10:48:49,,,,
2024-08-01,WhatsApp,257,208,776.22,35680.48,1242.74,405.2,1721.89,34032.54,2025-12-02 10:48:49,,,,
2024-08-02,Website,111,74,195.2,6065.27,159.83,1021.65,295.27,4883.790000000001,2025-12-02 10:48:49,,,,
2024-08-02,Mobile App,54,46,667.39,39589.28,3727.51,476.47,1793.09,35385.299999999996,2025-12-02 10:48:49,,,,
2024-08-02,WhatsApp,207,183,326.65,16085.14,904.28,1056.64,759.04,14124.22,2025-12-02 10:48:49,,,,
2024-08-03,Website,240,181,743.89,41968.93,1597.88,487.67,2018.55,39883.38,2025-12-02 10:48:49,,,,
2024-08-03,Mobile App,216,137,139.19,5056.87,174.71,630.76,244.11,4251.4,2025-12-02 10:48:49,,,,
2024-08-03,WhatsApp,72,49,345.54,12191.48,550.27,1210.22,582.06,10430.99,2025-12-02 10:48:49,,,,
2024-08-04,Website,120,80,158.81,8398.78,780.74,1315.72,380.9,6302.320000000001,2025-12-02 10:48:49,,,,
2024-08-04,Mobile App,152,92,736.89,43397.19,4063.02,1457.82,1966.71,37876.350000000006,2025-12-02 10:48:49,,,,
2024-08-04,WhatsApp,95,60,552.14,25916.64,1161.19,1058.81,1237.77,23696.64,2025-12-02 10:48:49,,,,
2024-08-05,Website,269,224,378.32,13110.28,420.03,772.71,634.51,11917.54,2025-12-02 10:48:49,,,,
2024-08-05,Mobile App,171,120,680.03,24906.48,785.72,1247.05,1206.04,22873.71,2025-12-02 10:48:49,,,,
2024-08-05,WhatsApp,259,224,739.29,36919.26,1198.43,346.21,1786.04,35374.62,2025-12-02 10:48:49,,,,
2024-08-06,Website,157,116,494.0,20292.84,1899.68,383.58,919.66,18009.58,2025-12-02 10:48:49,,,,
2024-08-06,Mobile App,102,68,139.74,4239.12,188.96,786.6,202.51,3263.56,2025-12-02 10:48:49,,,,
2024-08-06,WhatsApp,210,133,160.62,8236.6,509.2,1020.3,386.37,6707.1,2025-12-02 10:48:49,,,,
2024-08-07,Website,100,75,362.59,11566.49,983.94,545.22,529.13,10037.33,2025-12-02 10:48:49,,,,
2024-08-07,Mobile App,170,143,310.93,18201.31,1419.51,395.09,839.09,16386.710000000003,2025-12-02 10:48:49,,,,
2024-08-07,WhatsApp,191,168,310.78,15909.9,1311.48,1076.84,729.92,13521.58,2025-12-02 10:48:49,,,,
2024-08-08,Website,219,184,509.75,25554.96,520.86,1022.42,1251.7,24011.68,2025-12-02 10:48:49,,,,
2024-08-08,Mobile App,265,215,657.45,26555.4,1157.88,1210.22,1269.88,24187.300000000003,2025-12-02 10:48:49,,,,
2024-08-08,WhatsApp,129,82,725.56,28119.92,1065.63,567.13,1352.71,26487.159999999996,2025-12-02 10:48:49,,,,
2024-08-09,Website,213,196,711.57,35262.58,1725.88,1092.51,1676.84,32444.190000000002,2025-12-02 10:48:49,,,,
2024-08-09,Mobile App,157,133,133.98,6903.53,399.18,1342.73,325.22,5161.62,2025-12-02 10:48:49,,,,
2024-08-09,WhatsApp,296,237,365.0,15448.45,993.55,416.8,722.75,14038.1,2025-12-02 10:48:49,,,,
2024-08-10,Website,227,201,125.52,6351.91,155.14,303.29,309.84,5893.48,2025-12-02 10:48:49,,,,
2024-08-10,Mobile App,88,75,733.86,37068.48,2433.91,343.93,1731.73,34290.64000000001,2025-12-02 10:48:49,,,,
2024-08-10,WhatsApp,50,41,188.88,6506.18,317.84,957.1,309.42,5231.24,2025-12-02 10:48:49,,,,
2024-08-11,Website,235,167,734.07,36333.03,3567.72,1215.78,1638.27,31549.53,2025-12-02 10:48:49,,,,
2024-08-11,Mobile App,297,247,195.17,6254.74,467.14,1348.96,289.38,4438.639999999999,2025-12-02 10:48:49,,,,
2024-08-11,WhatsApp,96,66,559.22,20607.75,1798.73,458.24,940.45,18350.78,2025-12-02 10:48:49,,,,
2024-08-12,Website,271,172,299.44,17519.52,1043.39,645.08,823.81,15831.05,2025-12-02 10:48:49,,,,
2024-08-12,Mobile App,147,125,377.64,19167.04,1518.08,1265.64,882.45,16383.32,2025-12-02 10:48:49,,,,
2024-08-12,WhatsApp,206,179,583.2,30254.96,2866.84,790.52,1369.41,26597.6,2025-12-02 10:48:49,,,,
2024-08-13,Website,189,136,170.61,9276.71,743.51,1333.54,426.66,7199.659999999999,2025-12-02 10:48:49,,,,
2024-08-13,Mobile App,207,180,733.02,31191.37,771.8,512.42,1520.98,29907.149999999998,2025-12-02 10:48:49,,,,
2024-08-13,WhatsApp,263,223,382.97,22975.62,1474.83,730.95,1075.04,20769.84,2025-12-02 10:48:49,,,,
2024-08-14,Website,73,54,157.51,5876.63,284.32,375.48,279.62,5216.83,2025-12-02 10:48:49,,,,
2024-08-14,Mobile App,137,103,327.96,10845.62,765.36,579.88,504.01,9500.380000000001,2025-12-02 10:48:49,,,,
2024-08-14,WhatsApp,77,54,408.17,15358.2,1101.09,484.71,712.86,13772.400000000001,2025-12-02 10:48:49,,,,
2024-08-15,Website,173,129,265.13,10882.47,611.06,548.69,513.57,9722.72,2025-12-02 10:48:49,,,,
2024-08-15,Mobile App,63,40,234.83,14089.4,852.82,380.04,661.83,12856.539999999999,2025-12-02 10:48:49,,,,
2024-08-15,WhatsApp,287,214,388.81,11996.2,405.31,1311.16,579.54,10279.730000000001,2025-12-02 10:48:49,,,,
2024-08-16,Website,243,179,246.28,8785.18,706.33,960.97,403.94,7117.88,2025-12-02 10:48:49,,,,
2024-08-16,Mobile App,193,124,798.8,34167.06,1546.03,1050.54,1631.05,31570.489999999998,2025-12-02 10:48:49,,,,
2024-08-16,WhatsApp,51,38,745.42,39614.02,949.91,791.22,1933.21,37872.89,2025-12-02 10:48:49,,,,
2024-08-17,Website,281,245,126.93,7343.33,355.4,1063.33,349.4,5924.6,2025-12-02 10:48:49,,,,
2024-08-17,Mobile App,275,255,601.41,23344.18,2299.84,938.41,1052.22,20105.93,2025-12-02 10:48:49,,,,
2024-08-17,WhatsApp,200,179,475.66,15899.96,1248.27,584.34,732.58,14067.349999999999,2025-12-02 10:48:49,,,,
2024-08-18,Website,187,120,151.49,7618.21,514.45,1250.94,355.19,5852.82,2025-12-02 10:48:49,,,,
2024-08-18,Mobile App,95,62,450.79,15890.64,1231.13,1333.74,732.98,13325.77,2025-12-02 10:48:49,,,,
2024-08-18,WhatsApp,131,101,778.5,43858.46,3872.54,1121.6,1999.3,38864.32,2025-12-02 10:48:49,,,,
2024-08-19,Website,125,114,610.07,26148.99,2029.93,867.68,1205.95,23251.38,2025-12-02 10:48:49,,,,
2024-08-19,Mobile App,204,184,412.27,15695.71,901.47,1077.24,739.71,13717.0,2025-12-02 10:48:49,,,,
2024-08-19,WhatsApp,178,127,203.16,6207.68,172.39,459.57,301.76,5575.72,2025-12-02 10:48:49,,,,
2024-08-20,Website,276,209,489.56,17452.07,923.7,359.99,826.42,16168.38,2025-12-02 10:48:49,,,,
2024-08-20,Mobile App,299,185,608.0,36027.93,2397.06,987.56,1681.54,32643.31,2025-12-02 10:48:49,,,,
2024-08-20,WhatsApp,252,174,501.84,15793.66,1117.56,575.35,733.81,14100.75,2025-12-02 10:48:49,,,,
2024-08-21,Website,222,145,336.96,16602.08,1139.95,1339.19,773.11,14122.940000000002,2025-12-02 10:48:49,,,,
2024-08-21,Mobile App,196,144,374.15,14227.13,1090.41,1107.4,656.84,12029.32,2025-12-02 10:48:49,,,,
2024-08-21,WhatsApp,271,232,532.16,25637.11,1715.0,739.19,1196.11,23182.920000000002,2025-12-02 10:48:49,,,,
2024-08-22,Website,148,109,138.82,4661.84,446.86,896.71,210.75,3318.27,2025-12-02 10:48:49,,,,
2024-08-22,Mobile App,191,164,536.78,26147.87,1838.63,355.14,1215.46,23954.1,2025-12-02 10:48:49,,,,
2024-08-22,WhatsApp,210,144,228.91,11957.63,720.85,714.73,561.84,10522.05,2025-12-02 10:48:49,,,,
2024-08-23,Website,166,147,438.83,14679.77,689.37,307.36,699.52,13683.04,2025-12-02 10:48:49,,,,
2024-08-23,Mobile App,212,176,645.44,28208.9,2329.22,446.27,1293.98,25433.410000000003,2025-12-02 10:48:49,,,,
2024-08-23,WhatsApp,277,251,621.79,22758.75,1450.13,1288.95,1065.43,20019.67,2025-12-02 10:48:49,,,,
2024-08-24,Website,99,85,571.8,20414.66,552.07,1063.91,993.13,18798.68,2025-12-02 10:48:49,,,,
2024-08-24,Mobile App,189,156,432.59,25181.87,1355.14,1306.56,1191.34,22520.17,2025-12-02 10:48:49,,,,
2024-08-24,WhatsApp,73,54,264.03,11964.99,588.61,801.04,568.82,10575.34,2025-12-02 10:48:49,,,,
2024-08-25,Website,259,165,448.76,23099.7,812.94,652.63,1114.34,21634.13,2025-12-02 10:48:49,,,,
2024-08-25,Mobile App,240,146,627.32,20825.0,1854.26,604.03,948.54,18366.71,2025-12-02 10:48:49,,,,
2024-08-25,WhatsApp,273,180,321.04,13793.52,989.7,1350.89,640.19,11452.93,2025-12-02 10:48:49,,,,
2024-08-26,Website,167,122,504.18,18506.5,1160.92,788.52,867.28,16557.06,2025-12-02 10:48:49,,,,
2024-08-26,Mobile App,53,38,173.42,10118.3,354.04,698.94,488.21,9065.32,2025-12-02 10:48:49,,,,
2024-08-26,WhatsApp,176,141,707.5,24038.56,1500.67,307.76,1126.89,22230.13,2025-12-02 10:48:49,,,,
2024-08-27,Website,208,185,252.99,9465.28,477.14,1068.3,449.41,7919.84,2025-12-02 10:48:49,,,,
2024-08-27,Mobile App,113,90,464.16,22276.66,1305.0,1215.11,1048.58,19756.55,2025-12-02 10:48:49,,,,
2024-08-27,WhatsApp,202,168,129.06,5414.34,466.48,592.13,247.39,4355.73,2025-12-02 10:48:49,,,,
2024-08-28,Website,263,245,341.32,14289.17,786.1,784.68,675.15,12718.39,2025-12-02 10:48:49,,,,
2024-08-28,Mobile App,81,49,310.84,17997.28,975.69,485.79,851.08,16535.8,2025-12-02 10:48:49,,,,
2024-08-28,WhatsApp,59,37,229.93,9016.38,673.96,777.64,417.12,7564.779999999999,2025-12-02 10:48:49,,,,
2024-08-29,Website,75,67,392.61,21018.42,1725.36,579.3,964.65,18713.76,2025-12-02 10:48:49,,,,
2024-08-29,Mobile App,141,117,160.44,5391.41,208.19,445.65,259.16,4737.57,2025-12-02 10:48:49,,,,
2024-08-29,WhatsApp,186,145,626.05,30210.35,1808.15,488.01,1420.11,27914.19,2025-12-02 10:48:49,,,,
2024-08-30,Website,220,193,538.77,29173.46,1992.12,995.23,1359.07,26186.11,2025-12-02 10:48:49,,,,
2024-08-30,Mobile App,163,115,138.08,4873.79,310.08,576.68,228.19,3987.0299999999997,2025-12-02 10:48:49,,,,
2024-08-30,WhatsApp,51,42,357.7,11033.6,884.0,1014.51,507.48,9135.09,2025-12-02 10:48:49,,,,
2024-08-31,Website,238,194,664.78,24645.35,2367.7,1135.3,1113.88,21142.35,2025-12-02 10:48:49,,,,
2024-08-31,Mobile App,218,143,482.97,24294.22,2351.91,1474.9,1097.12,20467.41,2025-12-02 10:48:49,,,,
2024-08-31,WhatsApp,65,41,569.66,32427.25,991.03,552.05,1571.81,30884.17,2025-12-02 10:48:49,,,,
2024-09-01,Website,221,169,759.9,30999.79,2776.79,1096.73,1411.15,27126.27,2025-12-02 10:48:49,,,,
2024-09-01,Mobile App,205,161,147.39,7614.36,477.71,964.83,356.83,6171.82,2025-12-02 10:48:49,,,,
2024-09-01,WhatsApp,233,149,372.82,21981.04,2022.77,1092.77,997.91,18865.5,2025-12-02 10:48:49,,,,
2024-09-02,Website,99,64,786.36,37596.21,3286.9,380.9,1715.47,33928.409999999996,2025-12-02 10:48:49,,,,
2024-09-02,Mobile App,175,116,696.68,37757.74,3755.36,525.49,1700.12,33476.89,2025-12-02 10:48:49,,,,
2024-09-02,WhatsApp,167,123,754.18,42582.8,1870.66,356.49,2035.61,40355.65,2025-12-02 10:48:49,,,,
2024-09-03,Website,64,42,423.55,22688.15,2173.21,906.95,1025.75,19607.99,2025-12-02 10:48:49,,,,
2024-09-03,Mobile App,235,176,249.16,7585.91,386.19,1293.27,359.99,5906.45,2025-12-02 10:48:49,,,,
2024-09-03,WhatsApp,108,71,593.26,21576.04,482.72,666.38,1054.67,20426.940000000002,2025-12-02 10:48:49,,,,
2024-09-04,Website,218,142,377.67,21825.32,833.34,997.63,1049.6,19994.35,2025-12-02 10:48:49,,,,
2024-09-04,Mobile App,220,171,748.61,34346.92,3296.0,407.16,1552.55,30643.76,2025-12-02 10:48:49,,,,
2024-09-04,WhatsApp,251,237,383.35,14626.11,1345.78,783.26,664.02,12497.07,2025-12-02 10:48:49,,,,
2024-09-05,Website,196,143,349.13,14978.6,1090.39,1425.31,694.41,12462.900000000001,2025-12-02 10:48:49,,,,
2024-09-05,Mobile App,182,147,632.57,28171.58,1283.34,1265.81,1344.41,25622.43,2025-12-02 10:48:49,,,,
2024-09-05,WhatsApp,187,141,418.91,19850.2,854.71,711.95,949.77,18283.54,2025-12-02 10:48:49,,,,
2024-09-06,Website,265,175,154.33,5893.05,143.62,305.4,287.47,5444.030000000001,2025-12-02 10:48:49,,,,
2024-09-06,Mobile App,174,112,581.02,21059.64,1091.02,1436.64,998.43,18531.98,2025-12-02 10:48:49,,,,
2024-09-06,WhatsApp,62,56,354.74,12380.31,1103.2,1168.03,563.86,10109.08,2025-12-02 10:48:49,,,,
2024-09-07,Website,138,123,631.66,36441.99,2991.93,439.43,1672.5,33010.63,2025-12-02 10:48:49,,,,
2024-09-07,Mobile App,55,46,491.58,19022.98,1343.8,1450.15,883.96,16229.029999999999,2025-12-02 10:48:49,,,,
2024-09-07,WhatsApp,109,99,123.64,5406.53,214.77,1348.96,259.59,3842.7999999999997,2025-12-02 10:48:49,,,,
