date,customer_type,total_orders,total_qty_kg,gross_sales,discount_amount,tax_amount,net_sales,created_at,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
2024-06-24,HORECA,25,216.28,3478.37,260.62,160.89,3217.75,2025-12-02 10:46:16,,,,
2024-06-24,Wholesaler,28,1063.5,18312.2,1373.51,846.93,16938.690000000002,2025-12-02 10:46:16,,,,
2024-06-24,Retail Chain,16,900.66,20238.79,608.09,981.54,19630.7,2025-12-02 10:46:16,,,,
2024-06-24,Caterer,28,218.54,3667.31,265.44,170.09,3401.87,2025-12-02 10:46:16,,,,
2024-06-25,HORECA,16,354.41,7885.7,724.2,358.08,7161.5,2025-12-02 10:46:16,,,,
2024-06-25,Wholesaler,26,429.14,7774.75,176.14,379.93,7598.61,2025-12-02 10:46:16,,,,
2024-06-25,Retail Chain,17,950.25,19667.53,774.42,944.66,18893.11,2025-12-02 10:46:16,,,,
2024-06-25,Caterer,7,853.16,12821.37,914.96,595.32,11906.41,2025-12-02 10:46:16,,,,
2024-06-26,HORECA,14,216.61,4442.6,364.41,203.91,4078.1900000000005,2025-12-02 10:46:16,,,,
2024-06-26,Wholesaler,10,298.02,4700.62,442.37,212.91,4258.25,2025-12-02 10:46:16,,,,
2024-06-26,Retail Chain,19,1118.1,25730.09,1426.06,1215.2,24304.03,2025-12-02 10:46:16,,,,
2024-06-26,Caterer,26,633.11,11557.14,519.35,551.89,11037.789999999999,2025-12-02 10:46:16,,,,
2024-06-27,HORECA,28,1181.82,17988.53,1460.61,826.4,16527.92,2025-12-02 10:46:16,,,,
2024-06-27,Wholesaler,18,855.44,13957.97,930.3,651.38,13027.67,2025-12-02 10:46:16,,,,
2024-06-27,Retail Chain,23,1099.2,21265.67,1076.12,1009.48,20189.55,2025-12-02 10:46:16,,,,
2024-06-27,Caterer,20,921.4,15472.54,299.66,758.64,15172.880000000001,2025-12-02 10:46:16,,,,
2024-06-28,HORECA,13,1075.98,26738.2,1905.97,1241.61,24832.23,2025-12-02 10:46:16,,,,
2024-06-28,Wholesaler,20,224.62,4876.41,235.71,232.03,4640.7,2025-12-02 10:46:16,,,,
2024-06-28,Retail Chain,28,878.26,16535.16,251.46,814.19,16283.7,2025-12-02 10:46:16,,,,
2024-06-28,Caterer,10,268.01,5396.22,293.39,255.14,5102.83,2025-12-02 10:46:16,,,,
2024-06-29,HORECA,18,995.06,16147.71,547.67,780.0,15600.039999999999,2025-12-02 10:46:16,,,,
2024-06-29,Wholesaler,13,428.18,8112.03,206.85,395.26,7905.179999999999,2025-12-02 10:46:16,,,,
2024-06-29,Retail Chain,9,1120.47,27983.79,2719.48,1263.22,25264.31,2025-12-02 10:46:16,,,,
2024-06-29,Caterer,18,314.49,7140.57,332.05,340.43,6808.5199999999995,2025-12-02 10:46:16,,,,
2024-06-30,HORECA,19,838.88,16365.0,1314.21,752.54,15050.79,2025-12-02 10:46:16,,,,
2024-06-30,Wholesaler,29,590.02,10892.91,798.59,504.72,10094.32,2025-12-02 10:46:16,,,,
2024-06-30,Retail Chain,16,406.58,7173.45,377.69,339.79,6795.76,2025-12-02 10:46:16,,,,
2024-06-30,Caterer,9,498.45,10542.42,422.68,505.99,10119.74,2025-12-02 10:46:16,,,,
2024-07-01,HORECA,24,1102.81,17411.94,1275.12,806.84,16136.82,2025-12-02 10:46:16,,,,
2024-07-01,Wholesaler,30,529.84,10375.05,171.93,510.16,10203.119999999999,2025-12-02 10:46:16,,,,
2024-07-01,Retail Chain,13,1129.47,26451.3,1681.05,1238.51,24770.25,2025-12-02 10:46:16,,,,
2024-07-01,Caterer,27,532.03,12901.02,610.27,614.54,12290.75,2025-12-02 10:46:16,,,,
2024-07-02,HORECA,5,537.99,11875.61,1172.06,535.18,10703.550000000001,2025-12-02 10:46:16,,,,
2024-07-02,Wholesaler,21,520.34,8983.28,400.73,429.13,8582.550000000001,2025-12-02 10:46:16,,,,
2024-07-02,Retail Chain,9,710.75,14258.76,1131.39,656.37,13127.37,2025-12-02 10:46:16,,,,
2024-07-02,Caterer,15,1119.8,17673.42,1285.61,819.39,16387.809999999998,2025-12-02 10:46:16,,,,
2024-07-03,HORECA,27,1017.69,18877.79,1448.57,871.46,17429.22,2025-12-02 10:46:16,,,,
2024-07-03,Wholesaler,8,1096.56,16525.2,996.0,776.46,15529.2,2025-12-02 10:46:16,,,,
2024-07-03,Retail Chain,20,933.75,16430.84,986.82,772.2,15444.02,2025-12-02 10:46:16,,,,
2024-07-03,Caterer,5,399.19,8043.97,428.23,380.79,7615.74,2025-12-02 10:46:16,,,,
2024-07-04,HORECA,19,285.06,4508.71,397.15,205.58,4111.56,2025-12-02 10:46:16,,,,
2024-07-04,Wholesaler,21,780.84,17556.38,477.73,853.93,17078.65,2025-12-02 10:46:16,,,,
2024-07-04,Retail Chain,15,834.75,18367.3,401.43,898.29,17965.87,2025-12-02 10:46:16,,,,
2024-07-04,Caterer,30,1068.43,25057.91,2001.31,1152.83,23056.6,2025-12-02 10:46:16,,,,
2024-07-05,HORECA,17,654.11,14908.23,179.42,736.44,14728.81,2025-12-02 10:46:16,,,,
2024-07-05,Wholesaler,27,1100.1,18939.05,365.86,928.66,18573.19,2025-12-02 10:46:16,,,,
2024-07-05,Retail Chain,11,696.33,10552.58,129.25,521.17,10423.33,2025-12-02 10:46:16,,,,
2024-07-05,Caterer,8,502.63,11158.61,806.8,517.59,10351.810000000001,2025-12-02 10:46:16,,,,
2024-07-06,HORECA,14,327.75,8083.91,381.61,385.12,7702.3,2025-12-02 10:46:16,,,,
2024-07-06,Wholesaler,21,1102.78,24891.38,1378.51,1175.64,23512.870000000003,2025-12-02 10:46:16,,,,
2024-07-06,Retail Chain,18,570.49,10689.42,634.28,502.76,10055.14,2025-12-02 10:46:16,,,,
2024-07-06,Caterer,22,926.28,17825.32,1247.25,828.9,16578.07,2025-12-02 10:46:16,,,,
2024-07-07,HORECA,12,1088.26,18014.27,923.51,854.54,17090.760000000002,2025-12-02 10:46:16,,,,
2024-07-07,Wholesaler,28,762.22,14007.44,1079.17,646.41,12928.27,2025-12-02 10:46:16,,,,
2024-07-07,Retail Chain,27,880.85,14150.44,1388.39,638.1,12762.050000000001,2025-12-02 10:46:16,,,,
2024-07-07,Caterer,10,219.82,4706.14,441.31,213.24,4264.83,2025-12-02 10:46:16,,,,
2024-07-08,HORECA,26,449.76,9873.9,196.81,483.85,9677.09,2025-12-02 10:46:16,,,,
2024-07-08,Wholesaler,13,689.42,12262.09,871.84,569.51,11390.25,2025-12-02 10:46:16,,,,
2024-07-08,Retail Chain,28,542.92,8992.49,187.47,440.25,8805.02,2025-12-02 10:46:16,,,,
2024-07-08,Caterer,24,443.42,7656.72,322.55,366.71,7334.17,2025-12-02 10:46:16,,,,
2024-07-09,HORECA,18,798.55,13473.14,514.88,647.91,12958.26,2025-12-02 10:46:16,,,,
2024-07-09,Wholesaler,8,1197.72,18961.76,242.37,935.97,18719.39,2025-12-02 10:46:16,,,,
2024-07-09,Retail Chain,25,1116.87,19319.21,1561.54,887.88,17757.67,2025-12-02 10:46:16,,,,
2024-07-09,Caterer,14,1142.74,23068.34,2290.97,1038.87,20777.37,2025-12-02 10:46:16,,,,
2024-07-10,HORECA,23,550.12,11847.83,872.46,548.77,10975.369999999999,2025-12-02 10:46:16,,,,
2024-07-10,Wholesaler,6,955.96,15449.68,735.0,735.73,14714.68,2025-12-02 10:46:16,,,,
2024-07-10,Retail Chain,16,1094.31,23347.93,1965.75,1069.11,21382.18,2025-12-02 10:46:16,,,,
2024-07-10,Caterer,6,970.83,20754.95,385.43,1018.48,20369.52,2025-12-02 10:46:16,,,,
2024-07-11,HORECA,9,1187.98,22519.7,2013.46,1025.31,20506.24,2025-12-02 10:46:16,,,,
2024-07-11,Wholesaler,28,646.9,14840.97,1195.13,682.29,13645.84,2025-12-02 10:46:16,,,,
2024-07-11,Retail Chain,26,1004.78,24635.84,2353.5,1114.12,22282.34,2025-12-02 10:46:16,,,,
2024-07-11,Caterer,12,529.78,10001.63,512.67,474.45,9488.96,2025-12-02 10:46:16,,,,
2024-07-12,HORECA,17,731.84,16234.5,1443.97,739.53,14790.53,2025-12-02 10:46:16,,,,
2024-07-12,Wholesaler,10,553.3,11264.86,818.6,522.31,10446.26,2025-12-02 10:46:16,,,,
2024-07-12,Retail Chain,7,901.29,17547.09,375.88,858.56,17171.21,2025-12-02 10:46:16,,,,
2024-07-12,Caterer,24,419.89,9282.24,731.49,427.54,8550.75,2025-12-02 10:46:16,,,,
2024-07-13,HORECA,17,462.08,9444.09,196.85,462.36,9247.24,2025-12-02 10:46:16,,,,
2024-07-13,Wholesaler,13,531.86,11745.3,914.64,541.53,10830.66,2025-12-02 10:46:16,,,,
2024-07-13,Retail Chain,28,636.48,13448.35,684.04,638.22,12764.310000000001,2025-12-02 10:46:16,,,,
2024-07-13,Caterer,25,221.11,5311.63,431.82,243.99,4879.81,2025-12-02 10:46:16,,,,
2024-07-14,HORECA,14,388.19,7420.85,445.89,348.75,6974.96,2025-12-02 10:46:16,,,,
2024-07-14,Wholesaler,27,743.91,16284.27,806.7,773.88,15477.57,2025-12-02 10:46:16,,,,
2024-07-14,Retail Chain,24,275.42,4385.95,117.31,213.43,4268.639999999999,2025-12-02 10:46:16,,,,
2024-07-14,Caterer,30,533.09,12094.21,452.29,582.1,11641.919999999998,2025-12-02 10:46:16,,,,
2024-07-15,HORECA,7,1037.29,21608.55,1562.58,1002.3,20045.97,2025-12-02 10:46:16,,,,
2024-07-15,Wholesaler,12,734.98,12069.46,150.91,595.93,11918.55,2025-12-02 10:46:16,,,,
2024-07-15,Retail Chain,24,745.3,11686.58,617.83,553.44,11068.75,2025-12-02 10:46:16,,,,
2024-07-15,Caterer,8,1039.99,24886.03,1567.76,1165.91,23318.27,2025-12-02 10:46:16,,,,
2024-07-16,HORECA,15,393.56,9615.68,893.89,436.09,8721.79,2025-12-02 10:46:16,,,,
2024-07-16,Wholesaler,21,376.65,6441.06,148.7,314.62,6292.360000000001,2025-12-02 10:46:16,,,,
2024-07-16,Retail Chain,5,632.85,14834.46,671.02,708.17,14163.439999999999,2025-12-02 10:46:16,,,,
2024-07-16,Caterer,23,964.4,15926.74,890.32,751.82,15036.42,2025-12-02 10:46:16,,,,
2024-07-17,HORECA,26,963.32,20716.79,801.82,995.75,19914.97,2025-12-02 10:46:16,,,,
2024-07-17,Wholesaler,16,793.2,15542.97,1378.41,708.23,14164.56,2025-12-02 10:46:16,,,,
2024-07-17,Retail Chain,28,426.53,10289.09,506.52,489.13,9782.57,2025-12-02 10:46:16,,,,
2024-07-17,Caterer,17,471.96,9904.99,714.24,459.54,9190.75,2025-12-02 10:46:16,,,,
2024-07-18,HORECA,28,1011.94,15601.93,979.98,731.1,14621.95,2025-12-02 10:46:16,,,,
2024-07-18,Wholesaler,7,518.42,12108.08,1064.06,552.2,11044.02,2025-12-02 10:46:16,,,,
2024-07-18,Retail Chain,11,684.85,11630.62,400.9,561.49,11229.720000000001,2025-12-02 10:46:16,,,,
2024-07-18,Caterer,28,1066.24,25882.28,2043.96,1191.92,23838.32,2025-12-02 10:46:16,,,,
2024-07-19,HORECA,5,821.83,13408.6,219.18,659.47,13189.42,2025-12-02 10:46:16,,,,
2024-07-19,Wholesaler,30,774.38,14177.56,473.27,685.21,13704.289999999999,2025-12-02 10:46:16,,,,
2024-07-19,Retail Chain,9,813.94,14392.77,848.65,677.21,13544.12,2025-12-02 10:46:16,,,,
2024-07-19,Caterer,24,329.18,6006.04,470.45,276.78,5535.59,2025-12-02 10:46:16,,,,
2024-07-20,HORECA,16,787.02,13730.53,875.04,642.77,12855.490000000002,2025-12-02 10:46:16,,,,
2024-07-20,Wholesaler,23,539.41,10746.74,879.98,493.34,9866.76,2025-12-02 10:46:16,,,,
2024-07-20,Retail Chain,13,355.58,8581.64,375.51,410.31,8206.13,2025-12-02 10:46:16,,,,
2024-07-20,Caterer,16,216.34,4978.42,326.54,232.59,4651.88,2025-12-02 10:46:16,,,,
2024-07-21,HORECA,24,840.84,17315.01,1033.77,814.06,16281.239999999998,2025-12-02 10:46:16,,,,
2024-07-21,Wholesaler,6,352.63,5902.25,80.94,291.07,5821.31,2025-12-02 10:46:16,,,,
2024-07-21,Retail Chain,22,1027.36,23177.69,2197.58,1049.01,20980.11,2025-12-02 10:46:16,,,,
2024-07-21,Caterer,18,477.57,8990.12,645.56,417.23,8344.560000000001,2025-12-02 10:46:16,,,,
2024-07-22,HORECA,16,1158.03,22667.0,641.52,1101.27,22025.48,2025-12-02 10:46:16,,,,
2024-07-22,Wholesaler,20,1063.21,25648.85,1284.85,1218.2,24364.0,2025-12-02 10:46:16,,,,
2024-07-22,Retail Chain,21,773.98,16600.77,1170.8,771.5,15429.970000000001,2025-12-02 10:46:16,,,,
2024-07-22,Caterer,18,1111.42,18226.71,724.73,875.1,17501.98,2025-12-02 10:46:16,,,,
2024-07-23,HORECA,19,364.5,8100.94,305.77,389.76,7795.17,2025-12-02 10:46:16,,,,
2024-07-23,Wholesaler,21,887.66,14724.39,353.74,718.53,14370.65,2025-12-02 10:46:16,,,,
2024-07-23,Retail Chain,22,654.03,12995.94,1290.63,585.27,11705.310000000001,2025-12-02 10:46:16,,,,
2024-07-23,Caterer,24,619.04,11332.12,389.37,547.14,10942.75,2025-12-02 10:46:16,,,,
2024-07-24,HORECA,29,607.86,10208.07,540.78,483.36,9667.289999999999,2025-12-02 10:46:16,,,,
2024-07-24,Wholesaler,23,652.61,10739.74,658.21,504.08,10081.529999999999,2025-12-02 10:46:16,,,,
2024-07-24,Retail Chain,28,831.54,16964.88,1069.5,794.77,15895.380000000001,2025-12-02 10:46:16,,,,
2024-07-24,Caterer,10,510.39,7766.63,141.96,381.23,7624.67,2025-12-02 10:46:16,,,,
2024-07-25,HORECA,30,689.13,15306.71,567.47,736.96,14739.24,2025-12-02 10:46:16,,,,
2024-07-25,Wholesaler,23,597.51,10826.5,481.06,517.27,10345.44,2025-12-02 10:46:16,,,,
2024-07-25,Retail Chain,25,504.06,7955.63,659.08,364.83,7296.55,2025-12-02 10:46:16,,,,
2024-07-25,Caterer,14,500.01,10595.22,996.34,479.94,9598.88,2025-12-02 10:46:16,,,,
2024-07-26,HORECA,15,934.67,18077.75,952.63,856.26,17125.12,2025-12-02 10:46:16,,,,
2024-07-26,Wholesaler,7,997.42,18138.31,511.77,881.33,17626.54,2025-12-02 10:46:16,,,,
2024-07-26,Retail Chain,14,1087.77,18424.71,973.99,872.54,17450.719999999998,2025-12-02 10:46:16,,,,
2024-07-26,Caterer,13,355.7,8114.6,575.91,376.93,7538.6900000000005,2025-12-02 10:46:16,,,,
2024-07-27,HORECA,18,869.3,16985.99,352.22,831.69,16633.77,2025-12-02 10:46:16,,,,
2024-07-27,Wholesaler,16,600.6,13521.91,1184.29,616.88,12337.619999999999,2025-12-02 10:46:16,,,,
2024-07-27,Retail Chain,27,1080.85,18187.47,382.37,890.26,17805.100000000002,2025-12-02 10:46:16,,,,
2024-07-27,Caterer,22,1055.83,20606.48,1332.21,963.71,19274.27,2025-12-02 10:46:16,,,,
2024-07-28,HORECA,5,489.19,10257.66,972.14,464.28,9285.52,2025-12-02 10:46:16,,,,
2024-07-28,Wholesaler,26,941.73,17255.65,357.29,844.92,16898.36,2025-12-02 10:46:16,,,,
2024-07-28,Retail Chain,11,1174.27,25244.26,797.06,1222.36,24447.199999999997,2025-12-02 10:46:16,,,,
2024-07-28,Caterer,15,951.83,20184.14,1343.4,942.04,18840.739999999998,2025-12-02 10:46:16,,,,
2024-07-29,HORECA,10,495.16,8977.46,375.02,430.12,8602.439999999999,2025-12-02 10:46:16,,,,
2024-07-29,Wholesaler,19,1015.82,20835.07,1727.15,955.4,19107.92,2025-12-02 10:46:16,,,,
2024-07-29,Retail Chain,13,531.26,10224.64,624.67,480.0,9599.97,2025-12-02 10:46:16,,,,
2024-07-29,Caterer,29,1048.14,16620.55,831.55,789.45,15789.0,2025-12-02 10:46:16,,,,
2024-07-30,HORECA,13,350.74,7103.99,477.15,331.34,6626.84,2025-12-02 10:46:16,,,,
2024-07-30,Wholesaler,26,1024.4,20382.26,299.31,1004.15,20082.949999999997,2025-12-02 10:46:16,,,,
2024-07-30,Retail Chain,29,665.64,13249.8,1070.18,608.98,12179.619999999999,2025-12-02 10:46:16,,,,
2024-07-30,Caterer,16,263.42,6089.22,451.81,281.87,5637.41,2025-12-02 10:46:16,,,,
2024-07-31,HORECA,27,848.68,13847.37,992.69,642.73,12854.68,2025-12-02 10:46:16,,,,
2024-07-31,Wholesaler,9,790.25,16435.86,762.91,783.65,15672.95,2025-12-02 10:46:16,,,,
2024-07-31,Retail Chain,24,1013.38,19888.31,1859.52,901.44,18028.79,2025-12-02 10:46:16,,,,
2024-07-31,Caterer,21,225.07,5121.82,466.17,232.78,4655.65,2025-12-02 10:46:16,,,,
2024-08-01,HORECA,29,790.12,18150.3,1553.11,829.86,16597.19,2025-12-02 10:46:16,,,,
2024-08-01,Wholesaler,27,1048.02,20997.93,722.72,1013.76,20275.21,2025-12-02 10:46:16,,,,
2024-08-01,Retail Chain,16,1138.35,24718.37,937.53,1189.04,23780.84,2025-12-02 10:46:16,,,,
2024-08-01,Caterer,25,710.96,12932.7,1141.49,589.56,11791.210000000001,2025-12-02 10:46:16,,,,
2024-08-02,HORECA,16,507.24,9463.07,711.18,437.59,8751.89,2025-12-02 10:46:16,,,,
2024-08-02,Wholesaler,11,756.15,11773.12,440.78,566.62,11332.34,2025-12-02 10:46:16,,,,
2024-08-02,Retail Chain,12,1015.39,22944.97,803.55,1107.07,22141.420000000002,2025-12-02 10:46:16,,,,
2024-08-02,Caterer,5,312.71,6382.0,548.42,291.68,5833.58,2025-12-02 10:46:16,,,,
2024-08-03,HORECA,24,841.25,16285.41,444.08,792.07,15841.33,2025-12-02 10:46:16,,,,
2024-08-03,Wholesaler,21,1179.75,26667.35,2566.09,1205.06,24101.26,2025-12-02 10:46:16,,,,
2024-08-03,Retail Chain,29,1127.64,20947.87,1914.53,951.67,19033.34,2025-12-02 10:46:16,,,,
2024-08-03,Caterer,22,1044.61,24658.66,2084.28,1128.72,22574.38,2025-12-02 10:46:16,,,,
2024-08-04,HORECA,20,715.05,13556.95,625.66,646.56,12931.29,2025-12-02 10:46:16,,,,
2024-08-04,Wholesaler,26,1047.06,19093.06,1624.19,873.44,17468.870000000003,2025-12-02 10:46:16,,,,
2024-08-04,Retail Chain,12,529.94,9287.57,670.76,430.84,8616.81,2025-12-02 10:46:16,,,,
2024-08-04,Caterer,21,823.24,19074.94,237.67,941.86,18837.27,2025-12-02 10:46:16,,,,
2024-08-05,HORECA,24,837.62,17264.99,1629.3,781.78,15635.690000000002,2025-12-02 10:46:16,,,,
2024-08-05,Wholesaler,22,430.67,6483.45,429.12,302.72,6054.33,2025-12-02 10:46:16,,,,
2024-08-05,Retail Chain,18,265.57,4358.02,396.07,198.1,3961.9500000000003,2025-12-02 10:46:16,,,,
2024-08-05,Caterer,27,324.89,7529.94,347.09,359.14,7182.849999999999,2025-12-02 10:46:16,,,,
2024-08-06,HORECA,29,835.34,20701.25,1230.78,973.52,19470.47,2025-12-02 10:46:16,,,,
2024-08-06,Wholesaler,5,783.8,14666.49,173.73,724.64,14492.76,2025-12-02 10:46:16,,,,
2024-08-06,Retail Chain,14,312.68,5133.83,105.37,251.42,5028.46,2025-12-02 10:46:16,,,,
2024-08-06,Caterer,27,236.39,5746.41,291.31,272.75,5455.099999999999,2025-12-02 10:46:16,,,,
2024-08-07,HORECA,9,1146.74,25753.38,1355.09,1219.91,24398.29,2025-12-02 10:46:16,,,,
2024-08-07,Wholesaler,7,996.54,22137.4,1415.46,1036.1,20721.940000000002,2025-12-02 10:46:16,,,,
2024-08-07,Retail Chain,6,882.72,18528.46,1381.7,857.34,17146.76,2025-12-02 10:46:16,,,,
2024-08-07,Caterer,5,1143.96,18094.21,541.67,877.63,17552.54,2025-12-02 10:46:16,,,,
2024-08-08,HORECA,26,989.47,21172.31,1818.27,967.7,19354.04,2025-12-02 10:46:16,,,,
2024-08-08,Wholesaler,8,561.46,10345.44,444.11,495.07,9901.33,2025-12-02 10:46:16,,,,
2024-08-08,Retail Chain,17,1111.99,18329.43,642.34,884.35,17687.09,2025-12-02 10:46:16,,,,
2024-08-08,Caterer,18,603.03,11728.88,643.25,554.28,11085.63,2025-12-02 10:46:16,,,,
2024-08-09,HORECA,18,491.66,10850.29,325.12,526.26,10525.17,2025-12-02 10:46:16,,,,
2024-08-09,Wholesaler,6,1134.15,27787.26,487.01,1365.01,27300.25,2025-12-02 10:46:16,,,,
2024-08-09,Retail Chain,5,692.89,12718.95,1153.59,578.27,11565.36,2025-12-02 10:46:16,,,,
2024-08-09,Caterer,25,648.88,9764.2,365.6,469.93,9398.6,2025-12-02 10:46:16,,,,
2024-08-10,HORECA,14,872.48,17289.38,1144.12,807.26,16145.260000000002,2025-12-02 10:46:16,,,,
2024-08-10,Wholesaler,15,803.69,15221.66,1148.29,703.67,14073.369999999999,2025-12-02 10:46:16,,,,
2024-08-10,Retail Chain,10,854.51,13487.44,571.91,645.78,12915.53,2025-12-02 10:46:16,,,,
2024-08-10,Caterer,21,853.35,20536.43,1940.81,929.78,18595.62,2025-12-02 10:46:16,,,,
2024-08-11,HORECA,15,380.71,9311.23,343.54,448.38,8967.689999999999,2025-12-02 10:46:16,,,,
2024-08-11,Wholesaler,12,707.01,17561.16,1376.25,809.25,16184.91,2025-12-02 10:46:16,,,,
2024-08-11,Retail Chain,13,924.21,17950.64,1233.14,835.88,16717.5,2025-12-02 10:46:16,,,,
2024-08-11,Caterer,29,211.55,5249.96,84.5,258.27,5165.46,2025-12-02 10:46:16,,,,
2024-08-12,HORECA,25,597.35,9225.23,116.64,455.43,9108.59,2025-12-02 10:46:16,,,,
2024-08-12,Wholesaler,5,522.11,8215.13,339.05,393.8,7876.079999999999,2025-12-02 10:46:16,,,,
2024-08-12,Retail Chain,11,550.97,10852.92,300.14,527.64,10552.78,2025-12-02 10:46:16,,,,
2024-08-12,Caterer,23,223.25,5267.77,101.05,258.34,5166.72,2025-12-02 10:46:16,,,,
2024-08-13,HORECA,29,747.35,11608.97,335.75,563.66,11273.22,2025-12-02 10:46:16,,,,
2024-08-13,Wholesaler,13,410.52,9679.29,628.51,452.54,9050.78,2025-12-02 10:46:16,,,,
2024-08-13,Retail Chain,5,1005.46,16679.11,1013.03,783.3,15666.08,2025-12-02 10:46:16,,,,
2024-08-13,Caterer,7,1049.2,16102.91,1527.36,728.78,14575.55,2025-12-02 10:46:16,,,,
2024-08-14,HORECA,18,270.88,5348.08,88.83,262.96,5259.25,2025-12-02 10:46:16,,,,
2024-08-14,Wholesaler,14,208.33,3419.47,153.81,163.28,3265.66,2025-12-02 10:46:16,,,,
2024-08-14,Retail Chain,17,690.71,15923.58,1062.76,743.04,14860.82,2025-12-02 10:46:16,,,,
2024-08-14,Caterer,15,988.96,20185.45,1790.78,919.73,18394.670000000002,2025-12-02 10:46:16,,,,
2024-08-15,HORECA,24,613.79,12999.9,719.25,614.03,12280.65,2025-12-02 10:46:16,,,,
2024-08-15,Wholesaler,16,1063.32,17235.84,435.67,840.01,16800.170000000002,2025-12-02 10:46:16,,,,
2024-08-15,Retail Chain,11,832.16,19208.28,616.97,929.57,18591.309999999998,2025-12-02 10:46:16,,,,
2024-08-15,Caterer,23,847.57,20519.15,548.83,998.52,19970.32,2025-12-02 10:46:16,,,,
2024-08-16,HORECA,14,374.09,7719.98,637.53,354.12,7082.45,2025-12-02 10:46:16,,,,
2024-08-16,Wholesaler,23,603.53,10047.52,710.42,466.86,9337.1,2025-12-02 10:46:16,,,,
2024-08-16,Retail Chain,20,538.72,8604.34,562.08,402.11,8042.26,2025-12-02 10:46:16,,,,
2024-08-16,Caterer,22,736.3,17084.2,642.07,822.11,16442.13,2025-12-02 10:46:16,,,,
2024-08-17,HORECA,16,903.31,16133.19,715.04,770.91,15418.150000000001,2025-12-02 10:46:16,,,,
2024-08-17,Wholesaler,10,327.52,6885.63,559.2,316.32,6326.43,2025-12-02 10:46:16,,,,
2024-08-17,Retail Chain,23,723.91,16619.79,1348.77,763.55,15271.02,2025-12-02 10:46:16,,,,
2024-08-17,Caterer,18,909.57,18457.52,1649.48,840.4,16808.04,2025-12-02 10:46:16,,,,
2024-08-18,HORECA,16,822.89,17454.59,1683.96,788.53,15770.630000000001,2025-12-02 10:46:16,,,,
2024-08-18,Wholesaler,22,547.81,12314.36,1223.41,554.55,11090.95,2025-12-02 10:46:16,,,,
2024-08-18,Retail Chain,29,652.38,15303.48,174.87,756.43,15128.609999999999,2025-12-02 10:46:16,,,,
2024-08-18,Caterer,14,564.53,12720.49,1052.01,583.42,11668.48,2025-12-02 10:46:16,,,,
2024-08-19,HORECA,15,947.82,17278.42,1615.59,783.14,15662.829999999998,2025-12-02 10:46:16,,,,
2024-08-19,Wholesaler,7,706.11,14776.91,343.3,721.68,14433.61,2025-12-02 10:46:16,,,,
2024-08-19,Retail Chain,11,802.32,12700.73,513.61,609.36,12187.119999999999,2025-12-02 10:46:16,,,,
2024-08-19,Caterer,18,1114.09,21082.76,1122.56,998.01,19960.199999999997,2025-12-02 10:46:16,,,,
2024-08-20,HORECA,17,654.68,9958.51,332.01,481.33,9626.5,2025-12-02 10:46:16,,,,
2024-08-20,Wholesaler,6,1022.79,17738.03,1732.68,800.27,16005.349999999999,2025-12-02 10:46:16,,,,
2024-08-20,Retail Chain,22,951.06,18182.73,187.34,899.77,17995.39,2025-12-02 10:46:16,,,,
2024-08-20,Caterer,12,600.77,13511.7,372.61,656.95,13139.09,2025-12-02 10:46:16,,,,
2024-08-21,HORECA,8,817.78,17036.96,1332.89,785.2,15704.07,2025-12-02 10:46:16,,,,
2024-08-21,Wholesaler,15,238.37,5842.24,219.13,281.16,5623.11,2025-12-02 10:46:16,,,,
2024-08-21,Retail Chain,25,475.82,11346.71,1031.38,515.77,10315.329999999998,2025-12-02 10:46:16,,,,
2024-08-21,Caterer,19,314.73,7012.07,98.76,345.67,6913.3099999999995,2025-12-02 10:46:16,,,,
2024-08-22,HORECA,21,270.23,5813.64,549.86,263.19,5263.780000000001,2025-12-02 10:46:16,,,,
2024-08-22,Wholesaler,25,751.4,17909.69,1427.73,824.1,16481.96,2025-12-02 10:46:16,,,,
2024-08-22,Retail Chain,15,303.93,4902.96,484.57,220.92,4418.39,2025-12-02 10:46:16,,,,
2024-08-22,Caterer,29,1147.36,23531.48,1775.38,1087.81,21756.1,2025-12-02 10:46:16,,,,
2024-08-23,HORECA,5,457.01,8184.45,328.71,392.79,7855.74,2025-12-02 10:46:16,,,,
2024-08-23,Wholesaler,13,715.35,15782.12,473.17,765.45,15308.95,2025-12-02 10:46:16,,,,
2024-08-23,Retail Chain,20,737.06,11494.48,197.0,564.87,11297.48,2025-12-02 10:46:16,,,,
2024-08-23,Caterer,16,710.19,13181.1,1114.34,603.34,12066.76,2025-12-02 10:46:16,,,,
2024-08-24,HORECA,5,1097.29,18690.21,1176.38,875.69,17513.829999999998,2025-12-02 10:46:16,,,,
2024-08-24,Wholesaler,8,293.3,5224.52,423.81,240.04,4800.71,2025-12-02 10:46:16,,,,
2024-08-24,Retail Chain,25,392.58,6106.17,294.2,290.6,5811.97,2025-12-02 10:46:16,,,,
2024-08-24,Caterer,10,867.84,15046.97,1369.56,683.87,13677.41,2025-12-02 10:46:16,,,,
2024-08-25,HORECA,18,1112.39,17529.86,1684.23,792.28,15845.630000000001,2025-12-02 10:46:16,,,,
2024-08-25,Wholesaler,14,249.97,5437.22,486.86,247.52,4950.360000000001,2025-12-02 10:46:16,,,,
