order_item_id,order_id,sku,product_name,variant_id,qty_units,qty_kg,unit_price,line_total,tax_amount,discount_amount,batch_id,picked_at,created_at
EOL3159,EORDR5159,CAR004,Carrot - Orange (1kg),CAR004-VAR,16,16,48,768,38.4,0,BATCH4811,2025-11-16 09:27:30,2025-10-19 06:58:24
EOL3160,EORDR5160,BRN007,Brinjal - Long (1kg),BRN007-VAR,2,2,30,60,3.0,0,BATCH9171,2025-11-18 10:21:21,2025-10-30 01:27:12
EOL3161,EORDR5161,ONI003,Onion - Red Nashik (1kg),ONI003-VAR,9,9,28,252,12.6,0,BATCH7004,2025-11-11 01:43:13,2025-11-02 11:11:31
EOL3162,EORDR5162,POT002,Potato - Jyoti (1kg),POT002-VAR,4,4,22,88,4.4,0,BATCH3495,2025-11-24 19:50:40,2025-10-09 07:21:57
EOL3163,EORDR5163,ONI003,Onion - Red Nashik (1kg),ONI003-VAR,13,13,28,364,18.2,0,BATCH9924,2025-11-10 18:27:56,2025-11-09 21:38:19
EOL3164,EORDR5164,CAR004,Carrot - Orange (1kg),CAR004-VAR,15,15,48,720,36.0,0,BATCH9553,2025-11-07 15:42:24,2025-11-03 07:43:56
EOL3165,EORDR5165,ONI003,Onion - Red Nashik (1kg),ONI003-VAR,11,11,28,308,15.4,0,BATCH4396,2025-11-16 14:15:30,2025-11-11 02:19:52
EOL3166,EORDR5166,BTR006,Bitter Gourd (1kg),BTR006-VAR,19,19,70,1330,66.5,0,BATCH9511,2025-11-22 02:27:32,2025-11-14 18:37:03
EOL3167,EORDR5167,BTR006,Bitter Gourd (1kg),BTR006-VAR,2,2,70,140,7.0,0,BATCH7749,2025-12-01 20:28:58,2025-10-16 04:25:58
EOL3168,EORDR5168,POT002,Potato - Jyoti (1kg),POT002-VAR,1,1,22,22,1.1,0,BATCH7417,2025-11-02 11:32:40,2025-11-19 09:06:36
EOL3169,EORDR5169,LIM008,Lemon - Khatta (500g),LIM008-VAR,7,7,20,140,7.0,0,BATCH9540,2025-11-10 20:49:03,2025-11-27 21:58:44
EOL3170,EORDR5170,TOM001,Tomato - Local (1kg),TOM001-VAR,5,5,32,160,8.0,0,BATCH8921,2025-11-24 16:41:59,2025-10-17 21:16:52
EOL3171,EORDR5171,BTR006,Bitter Gourd (1kg),BTR006-VAR,6,6,70,420,21.0,0,BATCH2095,2025-11-08 19:03:07,2025-10-26 06:31:58
EOL3172,EORDR5172,APP009,Apple - Kinnaur (1kg),APP009-VAR,12,12,180,2160,108.0,0,BATCH3728,2025-11-08 01:06:08,2025-11-23 05:01:01
EOL3173,EORDR5173,BRN007,Brinjal - Long (1kg),BRN007-VAR,7,7,30,210,10.5,0,BATCH5396,2025-11-23 15:43:21,2025-10-05 21:07:57
EOL3174,EORDR5174,COW005,Cucumber - Slicing (1kg),COW005-VAR,4,4,24,96,4.8,0,BATCH6043,2025-11-27 02:33:32,2025-11-12 05:43:58
EOL3175,EORDR5175,CAR004,Carrot - Orange (1kg),CAR004-VAR,20,20,48,960,48.0,0,BATCH5525,2025-11-14 02:22:56,2025-10-23 14:40:13
EOL3176,EORDR5176,POT002,Potato - Jyoti (1kg),POT002-VAR,8,8,22,176,8.8,0,BATCH3062,2025-11-17 02:19:04,2025-10-30 06:25:00
EOL3177,EORDR5177,APP009,Apple - Kinnaur (1kg),APP009-VAR,7,7,180,1260,63.0,0,BATCH6388,2025-11-19 10:02:49,2025-10-25 19:05:15
EOL3178,EORDR5178,BTR006,Bitter Gourd (1kg),BTR006-VAR,19,19,70,1330,66.5,0,BATCH9040,2025-11-30 16:04:15,2025-11-15 01:49:36
EOL3179,EORDR5179,CAR004,Carrot - Orange (1kg),CAR004-VAR,10,10,48,480,24.0,0,BATCH2608,2025-11-19 21:06:32,2025-10-07 22:50:31
EOL3180,EORDR5180,LIM008,Lemon - Khatta (500g),LIM008-VAR,18,18,20,360,18.0,0,BATCH5885,2025-11-29 01:21:14,2025-10-20 03:29:28
EOL3181,EORDR5181,LIM008,Lemon - Khatta (500g),LIM008-VAR,19,19,20,380,19.0,0,BATCH8640,2025-11-30 01:24:01,2025-10-05 09:14:23
EOL3182,EORDR5182,GUR010,Ginger - Fresh (250g),GUR010-VAR,12,12,60,720,36.0,0,BATCH8387,2025-11-12 04:07:41,2025-11-22 06:33:48
EOL3183,EORDR5183,TOM001,Tomato - Local (1kg),TOM001-VAR,10,10,32,320,16.0,0,BATCH7953,2025-11-18 01:09:32,2025-11-10 05:07:24
EOL3184,EORDR5184,TOM001,Tomato - Local (1kg),TOM001-VAR,20,20,32,640,32.0,0,BATCH3960,2025-12-01 07:13:39,2025-11-21 02:38:11
EOL3185,EORDR5185,LIM008,Lemon - Khatta (500g),LIM008-VAR,5,5,20,100,5.0,0,BATCH9180,2025-11-04 15:17:19,2025-10-16 20:19:48
EOL3186,EORDR5186,LIM008,Lemon - Khatta (500g),LIM008-VAR,8,8,20,160,8.0,0,BATCH1154,2025-11-29 10:53:32,2025-11-01 20:12:18
EOL3187,EORDR5187,ONI003,Onion - Red Nashik (1kg),ONI003-VAR,8,8,28,224,11.2,0,BATCH5203,2025-11-15 22:16:25,2025-10-03 14:17:01
EOL3188,EORDR5188,GUR010,Ginger - Fresh (250g),GUR010-VAR,5,5,60,300,15.0,0,BATCH3719,2025-11-09 20:47:36,2025-11-16 04:05:05
EOL3189,EORDR5189,ONI003,Onion - Red Nashik (1kg),ONI003-VAR,8,8,28,224,11.2,0,BATCH5373,2025-11-27 12:45:53,2025-10-22 20:12:46
EOL3190,EORDR5190,GUR010,Ginger - Fresh (250g),GUR010-VAR,3,3,60,180,9.0,0,BATCH3914,2025-11-22 19:00:43,2025-10-16 05:05:38
EOL3191,EORDR5191,ONI003,Onion - Red Nashik (1kg),ONI003-VAR,14,14,28,392,19.6,0,BATCH1790,2025-11-20 18:49:16,2025-11-26 00:28:14
EOL3192,EORDR5192,BTR006,Bitter Gourd (1kg),BTR006-VAR,9,9,70,630,31.5,0,BATCH8690,2025-11-15 19:16:11,2025-12-02 09:43:11
EOL3193,EORDR5193,LIM008,Lemon - Khatta (500g),LIM008-VAR,12,12,20,240,12.0,0,BATCH4255,2025-11-16 18:45:02,2025-10-13 23:17:58
EOL3194,EORDR5194,BTR006,Bitter Gourd (1kg),BTR006-VAR,3,3,70,210,10.5,0,BATCH2913,2025-11-16 15:32:21,2025-11-16 20:32:14
EOL3195,EORDR5195,COW005,Cucumber - Slicing (1kg),COW005-VAR,3,3,24,72,3.6,0,BATCH7106,2025-12-01 12:13:26,2025-10-08 18:29:29
EOL3196,EORDR5196,BRN007,Brinjal - Long (1kg),BRN007-VAR,8,8,30,240,12.0,0,BATCH7498,2025-11-15 05:20:49,2025-10-31 05:01:45
EOL3197,EORDR5197,ONI003,Onion - Red Nashik (1kg),ONI003-VAR,20,20,28,560,28.0,0,BATCH2802,2025-11-24 12:43:01,2025-11-04 02:03:38
EOL3198,EORDR5198,POT002,Potato - Jyoti (1kg),POT002-VAR,20,20,22,440,22.0,0,BATCH8197,2025-11-06 09:16:06,2025-11-06 00:31:58
EOL3199,EORDR5199,TOM001,Tomato - Local (1kg),TOM001-VAR,12,12,32,384,19.2,0,BATCH5778,2025-11-13 18:56:01,2025-11-20 00:51:49
EOL3200,EORDR5200,ONI003,Onion - Red Nashik (1kg),ONI003-VAR,5,5,28,140,7.0,0,BATCH3501,2025-12-01 19:21:44,2025-10-19 14:19:21
EOL3201,EORDR5201,ONI003,Onion - Red Nashik (1kg),ONI003-VAR,2,2,28,56,2.8,0,BATCH4972,2025-11-21 20:45:29,2025-10-05 03:29:38
EOL3202,EORDR5202,GUR010,Ginger - Fresh (250g),GUR010-VAR,4,4,60,240,12.0,0,BATCH6033,2025-11-23 08:17:06,2025-10-05 10:52:49
EOL3203,EORDR5203,TOM001,Tomato - Local (1kg),TOM001-VAR,8,8,32,256,12.8,0,BATCH5394,2025-11-28 14:47:06,2025-10-15 22:46:36
EOL3204,EORDR5204,COW005,Cucumber - Slicing (1kg),COW005-VAR,12,12,24,288,14.4,0,BATCH8253,2025-11-14 12:02:56,2025-11-22 15:50:00
EOL3205,EORDR5205,ONI003,Onion - Red Nashik (1kg),ONI003-VAR,2,2,28,56,2.8,0,BATCH6018,2025-11-09 12:32:30,2025-10-04 12:18:33
EOL3206,EORDR5206,TOM001,Tomato - Local (1kg),TOM001-VAR,18,18,32,576,28.8,0,BATCH8306,2025-11-03 04:45:46,2025-10-04 17:55:40
EOL3207,EORDR5207,LIM008,Lemon - Khatta (500g),LIM008-VAR,6,6,20,120,6.0,0,BATCH9931,2025-11-10 18:31:37,2025-11-30 02:05:19
EOL3208,EORDR5208,LIM008,Lemon - Khatta (500g),LIM008-VAR,20,20,20,400,20.0,0,BATCH2695,2025-11-25 08:23:59,2025-11-24 11:32:40
EOL3209,EORDR5209,BTR006,Bitter Gourd (1kg),BTR006-VAR,2,2,70,140,7.0,0,BATCH8985,2025-11-02 19:46:18,2025-11-13 07:22:03
EOL3210,EORDR5210,TOM001,Tomato - Local (1kg),TOM001-VAR,13,13,32,416,20.8,0,BATCH2624,2025-11-25 19:02:31,2025-11-26 00:40:23
EOL3211,EORDR5211,BRN007,Brinjal - Long (1kg),BRN007-VAR,5,5,30,150,7.5,0,BATCH6529,2025-11-09 03:38:54,2025-10-29 10:30:18
EOL3212,EORDR5212,ONI003,Onion - Red Nashik (1kg),ONI003-VAR,10,10,28,280,14.0,0,BATCH9677,2025-11-22 21:22:59,2025-11-02 21:36:48
EOL3213,EORDR5213,LIM008,Lemon - Khatta (500g),LIM008-VAR,6,6,20,120,6.0,0,BATCH3475,2025-11-17 15:03:59,2025-10-23 01:43:32
EOL3214,EORDR5214,BRN007,Brinjal - Long (1kg),BRN007-VAR,3,3,30,90,4.5,0,BATCH5987,2025-11-02 15:20:53,2025-12-01 14:18:37
EOL3215,EORDR5215,LIM008,Lemon - Khatta (500g),LIM008-VAR,3,3,20,60,3.0,0,BATCH8587,2025-11-09 13:34:47,2025-10-17 21:32:16
EOL3216,EORDR5216,GUR010,Ginger - Fresh (250g),GUR010-VAR,18,18,60,1080,54.0,0,BATCH8524,2025-11-11 04:39:20,2025-10-19 22:01:00
EOL3217,EORDR5217,CAR004,Carrot - Orange (1kg),CAR004-VAR,19,19,48,912,45.6,0,BATCH7502,2025-11-08 06:42:14,2025-10-15 19:33:06
