date,store_id,total_bills,total_qty_kg,gross_sales,discount_amount,tax_amount,net_sales,created_at,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
2024-07-04,STORE_SUR_002,139,144.27,4339.34,93.6,212.29,4245.74,2025-12-02 10:42:54,,,,
2024-07-04,STORE_VDR_003,144,514.05,16203.99,536.34,783.38,15667.65,2025-12-02 10:42:54,,,,
2024-07-05,STORE_AHD_001,138,409.19,10808.06,238.54,528.48,10569.519999999999,2025-12-02 10:42:54,,,,
2024-07-05,STORE_SUR_002,58,543.85,16546.65,439.19,805.37,16107.460000000001,2025-12-02 10:42:54,,,,
2024-07-05,STORE_VDR_003,75,146.21,5697.86,257.48,272.02,5440.379999999999,2025-12-02 10:42:54,,,,
2024-07-06,STORE_AHD_001,62,389.18,11108.76,331.32,538.87,10777.44,2025-12-02 10:42:54,,,,
2024-07-06,STORE_SUR_002,84,524.88,17545.09,726.93,840.91,16818.16,2025-12-02 10:42:54,,,,
2024-07-06,STORE_VDR_003,80,419.41,11812.76,259.83,577.65,11552.93,2025-12-02 10:42:54,,,,
2024-07-07,STORE_AHD_001,63,444.4,13096.64,575.91,626.04,12520.73,2025-12-02 10:42:54,,,,
2024-07-07,STORE_SUR_002,78,488.74,11185.81,319.03,543.34,10866.779999999999,2025-12-02 10:42:54,,,,
2024-07-07,STORE_VDR_003,47,361.83,14240.08,459.83,689.01,13780.25,2025-12-02 10:42:54,,,,
2024-07-08,STORE_AHD_001,57,287.02,7204.18,167.21,351.85,7036.97,2025-12-02 10:42:54,,,,
2024-07-08,STORE_SUR_002,50,516.56,19083.1,261.41,941.08,18821.69,2025-12-02 10:42:54,,,,
2024-07-08,STORE_VDR_003,132,476.64,10024.09,251.47,488.63,9772.62,2025-12-02 10:42:54,,,,
2024-07-09,STORE_AHD_001,117,379.26,14211.79,249.08,698.14,13962.710000000001,2025-12-02 10:42:54,,,,
2024-07-09,STORE_SUR_002,137,372.66,12457.66,232.72,611.25,12224.94,2025-12-02 10:42:54,,,,
2024-07-09,STORE_VDR_003,66,493.87,13166.22,635.68,626.53,12530.539999999999,2025-12-02 10:42:54,,,,
2024-07-10,STORE_AHD_001,41,211.08,5023.8,199.24,241.23,4824.56,2025-12-02 10:42:54,,,,
2024-07-10,STORE_SUR_002,135,549.82,16262.81,320.44,797.12,15942.369999999999,2025-12-02 10:42:54,,,,
2024-07-10,STORE_VDR_003,117,422.62,11804.89,231.06,578.69,11573.83,2025-12-02 10:42:54,,,,
2024-07-11,STORE_AHD_001,81,453.47,12521.77,392.51,606.46,12129.26,2025-12-02 10:42:54,,,,
2024-07-11,STORE_SUR_002,85,252.62,6869.47,311.27,327.91,6558.200000000001,2025-12-02 10:42:54,,,,
2024-07-11,STORE_VDR_003,99,162.4,6435.32,185.21,312.51,6250.11,2025-12-02 10:42:54,,,,
2024-07-12,STORE_AHD_001,147,257.7,6200.92,139.63,303.06,6061.29,2025-12-02 10:42:54,,,,
2024-07-12,STORE_SUR_002,45,361.89,8839.34,139.99,434.97,8699.35,2025-12-02 10:42:54,,,,
2024-07-12,STORE_VDR_003,73,357.92,11339.13,439.96,544.96,10899.17,2025-12-02 10:42:54,,,,
2024-07-13,STORE_AHD_001,77,185.54,4934.86,124.33,240.53,4810.53,2025-12-02 10:42:54,,,,
2024-07-13,STORE_SUR_002,146,225.66,6998.36,334.09,333.21,6664.2699999999995,2025-12-02 10:42:54,,,,
2024-07-13,STORE_VDR_003,83,230.65,8403.0,408.89,399.71,7994.11,2025-12-02 10:42:54,,,,
2024-07-14,STORE_AHD_001,122,438.03,12797.74,503.09,614.73,12294.65,2025-12-02 10:42:54,,,,
2024-07-14,STORE_SUR_002,85,192.78,6632.84,195.89,321.85,6436.95,2025-12-02 10:42:54,,,,
2024-07-14,STORE_VDR_003,109,545.84,21366.76,661.47,1035.26,20705.289999999997,2025-12-02 10:42:54,,,,
2024-07-15,STORE_AHD_001,147,484.08,18832.53,691.69,907.04,18140.84,2025-12-02 10:42:54,,,,
2024-07-15,STORE_SUR_002,137,122.75,2792.54,98.38,134.71,2694.16,2025-12-02 10:42:54,,,,
2024-07-15,STORE_VDR_003,48,424.08,8559.13,258.74,415.02,8300.39,2025-12-02 10:42:54,,,,
2024-07-16,STORE_AHD_001,87,145.99,4781.84,226.45,227.77,4555.39,2025-12-02 10:42:54,,,,
2024-07-16,STORE_SUR_002,101,403.49,8196.75,256.46,397.01,7940.29,2025-12-02 10:42:54,,,,
2024-07-16,STORE_VDR_003,92,125.1,3826.6,80.32,187.31,3746.2799999999997,2025-12-02 10:42:54,,,,
2024-07-17,STORE_AHD_001,76,127.37,4618.84,170.72,222.41,4448.12,2025-12-02 10:42:54,,,,
2024-07-17,STORE_SUR_002,143,524.08,12360.6,577.51,589.15,11783.09,2025-12-02 10:42:54,,,,
2024-07-17,STORE_VDR_003,107,184.03,4387.03,136.25,212.54,4250.78,2025-12-02 10:42:54,,,,
2024-07-18,STORE_AHD_001,144,272.41,9779.17,128.7,482.52,9650.47,2025-12-02 10:42:54,,,,
2024-07-18,STORE_SUR_002,91,317.37,7891.14,298.99,379.61,7592.150000000001,2025-12-02 10:42:54,,,,
2024-07-18,STORE_VDR_003,78,414.14,15305.51,553.29,737.61,14752.220000000001,2025-12-02 10:42:54,,,,
2024-07-19,STORE_AHD_001,149,399.45,8242.13,216.04,401.3,8026.089999999999,2025-12-02 10:42:54,,,,
2024-07-19,STORE_SUR_002,88,357.66,7554.6,78.4,373.81,7476.200000000001,2025-12-02 10:42:54,,,,
2024-07-19,STORE_VDR_003,61,155.56,5741.19,205.51,276.78,5535.679999999999,2025-12-02 10:42:54,,,,
2024-07-20,STORE_AHD_001,82,363.32,13500.68,186.5,665.71,13314.18,2025-12-02 10:42:54,,,,
2024-07-20,STORE_SUR_002,107,515.24,12672.5,583.58,604.45,12088.92,2025-12-02 10:42:54,,,,
2024-07-20,STORE_VDR_003,128,501.65,14803.69,175.61,731.4,14628.08,2025-12-02 10:42:54,,,,
2024-07-21,STORE_AHD_001,49,414.3,10609.17,336.54,513.63,10272.63,2025-12-02 10:42:54,,,,
2024-07-21,STORE_SUR_002,124,134.15,5174.88,116.85,252.9,5058.03,2025-12-02 10:42:54,,,,
2024-07-21,STORE_VDR_003,66,372.43,13051.84,502.61,627.46,12549.23,2025-12-02 10:42:54,,,,
2024-07-22,STORE_AHD_001,90,519.42,13497.41,439.45,652.9,13057.96,2025-12-02 10:42:54,,,,
2024-07-22,STORE_SUR_002,112,478.9,13305.34,610.2,634.76,12695.14,2025-12-02 10:42:54,,,,
2024-07-22,STORE_VDR_003,82,285.05,9918.29,412.8,475.27,9505.490000000002,2025-12-02 10:42:54,,,,
2024-07-23,STORE_AHD_001,128,431.39,12948.54,634.13,615.72,12314.410000000002,2025-12-02 10:42:54,,,,
2024-07-23,STORE_SUR_002,46,162.0,3992.15,52.06,197.0,3940.09,2025-12-02 10:42:54,,,,
2024-07-23,STORE_VDR_003,117,450.67,17619.92,455.79,858.21,17164.129999999997,2025-12-02 10:42:54,,,,
2024-07-24,STORE_AHD_001,139,260.34,8508.55,351.76,407.84,8156.789999999999,2025-12-02 10:42:54,,,,
2024-07-24,STORE_SUR_002,97,330.96,8974.39,427.59,427.34,8546.8,2025-12-02 10:42:54,,,,
2024-07-24,STORE_VDR_003,95,199.87,6339.38,159.77,308.98,6179.61,2025-12-02 10:42:54,,,,
2024-07-25,STORE_AHD_001,138,386.0,13880.99,534.76,667.31,13346.23,2025-12-02 10:42:54,,,,
2024-07-25,STORE_SUR_002,50,235.23,6492.35,268.5,311.19,6223.85,2025-12-02 10:42:54,,,,
2024-07-25,STORE_VDR_003,59,438.05,11535.42,164.52,568.54,11370.9,2025-12-02 10:42:54,,,,
2024-07-26,STORE_AHD_001,40,525.47,15183.31,614.22,728.45,14569.09,2025-12-02 10:42:54,,,,
2024-07-26,STORE_SUR_002,53,176.98,4202.89,117.49,204.27,4085.4000000000005,2025-12-02 10:42:54,,,,
2024-07-26,STORE_VDR_003,111,340.35,7510.11,102.02,370.4,7408.089999999999,2025-12-02 10:42:54,,,,
2024-07-27,STORE_AHD_001,110,160.02,5114.38,117.51,249.84,4996.87,2025-12-02 10:42:54,,,,
2024-07-27,STORE_SUR_002,89,125.31,3543.29,145.87,169.87,3397.42,2025-12-02 10:42:54,,,,
2024-07-27,STORE_VDR_003,132,507.49,19337.48,949.99,919.37,18387.489999999998,2025-12-02 10:42:54,,,,
2024-07-28,STORE_AHD_001,113,344.07,11597.33,194.6,570.14,11402.73,2025-12-02 10:42:54,,,,
2024-07-28,STORE_SUR_002,74,249.49,7450.39,93.36,367.85,7357.030000000001,2025-12-02 10:42:54,,,,
2024-07-28,STORE_VDR_003,95,238.66,6203.98,256.27,297.39,5947.709999999999,2025-12-02 10:42:54,,,,
2024-07-29,STORE_AHD_001,86,228.23,5690.19,199.16,274.55,5491.03,2025-12-02 10:42:54,,,,
2024-07-29,STORE_SUR_002,116,385.17,11230.49,173.17,552.87,11057.32,2025-12-02 10:42:54,,,,
2024-07-29,STORE_VDR_003,40,527.99,14067.95,489.67,678.91,13578.28,2025-12-02 10:42:54,,,,
2024-07-30,STORE_AHD_001,142,490.75,14135.79,384.84,687.55,13750.95,2025-12-02 10:42:54,,,,
2024-07-30,STORE_SUR_002,145,489.59,19331.22,298.57,951.63,19032.65,2025-12-02 10:42:54,,,,
2024-07-30,STORE_VDR_003,81,379.38,12863.2,375.1,624.41,12488.1,2025-12-02 10:42:54,,,,
2024-07-31,STORE_AHD_001,62,534.77,21056.3,456.04,1030.01,20600.26,2025-12-02 10:42:54,,,,
2024-07-31,STORE_SUR_002,128,392.15,15433.17,637.07,739.81,14796.1,2025-12-02 10:42:54,,,,
2024-07-31,STORE_VDR_003,81,281.7,10234.13,263.2,498.55,9970.929999999998,2025-12-02 10:42:54,,,,
2024-08-01,STORE_AHD_001,54,520.79,12496.88,623.48,593.67,11873.4,2025-12-02 10:42:54,,,,
2024-08-01,STORE_SUR_002,63,413.14,12808.16,616.33,609.59,12191.83,2025-12-02 10:42:54,,,,
2024-08-01,STORE_VDR_003,99,525.48,12712.92,532.77,609.01,12180.15,2025-12-02 10:42:54,,,,
2024-08-02,STORE_AHD_001,146,417.92,15203.64,635.91,728.39,14567.73,2025-12-02 10:42:54,,,,
2024-08-02,STORE_SUR_002,92,409.38,9327.14,206.25,456.04,9120.89,2025-12-02 10:42:54,,,,
2024-08-02,STORE_VDR_003,72,403.23,13832.7,574.93,662.89,13257.77,2025-12-02 10:42:54,,,,
2024-08-03,STORE_AHD_001,49,313.1,10006.26,333.11,483.66,9673.15,2025-12-02 10:42:54,,,,
2024-08-03,STORE_SUR_002,108,337.84,12975.71,488.77,624.35,12486.939999999999,2025-12-02 10:42:54,,,,
2024-08-03,STORE_VDR_003,109,135.81,5346.64,203.52,257.16,5143.12,2025-12-02 10:42:54,,,,
2024-08-04,STORE_AHD_001,143,350.87,11495.77,154.04,567.09,11341.73,2025-12-02 10:42:54,,,,
2024-08-04,STORE_SUR_002,138,226.74,7549.05,125.72,371.17,7423.33,2025-12-02 10:42:54,,,,
2024-08-04,STORE_VDR_003,118,139.05,5516.41,204.65,265.59,5311.76,2025-12-02 10:42:54,,,,
2024-08-05,STORE_AHD_001,91,535.73,14267.53,597.09,683.52,13670.44,2025-12-02 10:42:54,,,,
2024-08-05,STORE_SUR_002,53,124.54,3135.27,95.4,151.99,3039.87,2025-12-02 10:42:54,,,,
2024-08-05,STORE_VDR_003,106,359.94,12149.16,228.91,596.01,11920.25,2025-12-02 10:42:54,,,,
2024-08-06,STORE_AHD_001,87,288.19,10215.43,342.66,493.64,9872.77,2025-12-02 10:42:54,,,,
2024-08-06,STORE_SUR_002,104,184.82,7384.31,216.44,358.39,7167.870000000001,2025-12-02 10:42:54,,,,
2024-08-06,STORE_VDR_003,77,298.87,11726.03,171.7,577.72,11554.33,2025-12-02 10:42:54,,,,
2024-08-07,STORE_AHD_001,133,180.92,4746.94,133.93,230.65,4613.009999999999,2025-12-02 10:42:54,,,,
2024-08-07,STORE_SUR_002,66,344.08,9278.46,129.02,457.47,9149.439999999999,2025-12-02 10:42:54,,,,
2024-08-07,STORE_VDR_003,132,419.61,11068.55,243.63,541.25,10824.92,2025-12-02 10:42:54,,,,
2024-08-08,STORE_AHD_001,143,425.63,8704.86,206.51,424.92,8498.35,2025-12-02 10:42:54,,,,
2024-08-08,STORE_SUR_002,53,411.17,9574.95,472.58,455.12,9102.37,2025-12-02 10:42:54,,,,
2024-08-08,STORE_VDR_003,71,341.88,10611.34,246.6,518.24,10364.74,2025-12-02 10:42:54,,,,
2024-08-09,STORE_AHD_001,94,532.14,13110.39,343.52,638.34,12766.869999999999,2025-12-02 10:42:54,,,,
2024-08-09,STORE_SUR_002,63,200.15,6634.2,171.32,323.14,6462.88,2025-12-02 10:42:54,,,,
2024-08-09,STORE_VDR_003,134,384.07,9197.13,309.83,444.37,8887.3,2025-12-02 10:42:54,,,,
2024-08-10,STORE_AHD_001,89,121.91,2961.92,62.6,144.97,2899.32,2025-12-02 10:42:54,,,,
2024-08-10,STORE_SUR_002,130,467.75,9940.28,139.86,490.02,9800.42,2025-12-02 10:42:54,,,,
2024-08-10,STORE_VDR_003,108,200.39,5314.28,150.4,258.19,5163.88,2025-12-02 10:42:54,,,,
2024-08-11,STORE_AHD_001,73,408.4,12166.11,591.72,578.72,11574.390000000001,2025-12-02 10:42:54,,,,
2024-08-11,STORE_SUR_002,80,376.7,12139.6,406.44,586.66,11733.16,2025-12-02 10:42:54,,,,
2024-08-11,STORE_VDR_003,84,271.35,7911.81,133.72,388.9,7778.09,2025-12-02 10:42:54,,,,
2024-08-12,STORE_AHD_001,126,423.57,10991.17,380.07,530.56,10611.1,2025-12-02 10:42:54,,,,
2024-08-12,STORE_SUR_002,50,409.01,10742.12,209.93,526.61,10532.19,2025-12-02 10:42:54,,,,
2024-08-12,STORE_VDR_003,54,198.71,6730.06,204.82,326.26,6525.240000000001,2025-12-02 10:42:54,,,,
2024-08-13,STORE_AHD_001,93,376.46,11857.03,319.21,576.89,11537.820000000002,2025-12-02 10:42:54,,,,
2024-08-13,STORE_SUR_002,102,393.27,13319.53,476.98,642.13,12842.550000000001,2025-12-02 10:42:54,,,,
2024-08-13,STORE_VDR_003,62,358.61,10684.01,166.8,525.86,10517.210000000001,2025-12-02 10:42:54,,,,
2024-08-14,STORE_AHD_001,80,482.05,15612.73,696.65,745.8,14916.08,2025-12-02 10:42:54,,,,
2024-08-14,STORE_SUR_002,41,328.38,7849.13,199.04,382.5,7650.09,2025-12-02 10:42:54,,,,
2024-08-14,STORE_VDR_003,111,337.34,10086.26,377.1,485.46,9709.16,2025-12-02 10:42:54,,,,
2024-08-15,STORE_AHD_001,93,425.36,12283.14,205.01,603.91,12078.13,2025-12-02 10:42:54,,,,
2024-08-15,STORE_SUR_002,112,133.27,4693.92,101.78,229.61,4592.14,2025-12-02 10:42:54,,,,
2024-08-15,STORE_VDR_003,75,216.68,5584.58,230.25,267.72,5354.33,2025-12-02 10:42:54,,,,
2024-08-16,STORE_AHD_001,112,439.28,15514.66,496.3,750.92,15018.36,2025-12-02 10:42:54,,,,
2024-08-16,STORE_SUR_002,54,366.27,9287.79,294.65,449.66,8993.140000000001,2025-12-02 10:42:54,,,,
2024-08-16,STORE_VDR_003,86,353.08,12405.72,501.19,595.23,11904.529999999999,2025-12-02 10:42:54,,,,
2024-08-17,STORE_AHD_001,96,354.93,14124.62,199.11,696.28,13925.51,2025-12-02 10:42:54,,,,
2024-08-17,STORE_SUR_002,146,401.08,10007.2,450.25,477.85,9556.95,2025-12-02 10:42:54,,,,
2024-08-17,STORE_VDR_003,44,313.38,8452.34,360.65,404.58,8091.6900000000005,2025-12-02 10:42:54,,,,
2024-08-18,STORE_AHD_001,96,492.07,10996.64,467.09,526.48,10529.55,2025-12-02 10:42:54,,,,
2024-08-18,STORE_SUR_002,66,468.6,14882.02,357.54,726.22,14524.48,2025-12-02 10:42:54,,,,
2024-08-18,STORE_VDR_003,130,382.41,10922.91,378.44,527.22,10544.47,2025-12-02 10:42:54,,,,
2024-08-19,STORE_AHD_001,140,208.85,5041.4,62.38,248.95,4979.0199999999995,2025-12-02 10:42:54,,,,
2024-08-19,STORE_SUR_002,84,348.88,11142.23,186.47,547.79,10955.76,2025-12-02 10:42:54,,,,
2024-08-19,STORE_VDR_003,130,245.83,7732.51,371.9,368.03,7360.610000000001,2025-12-02 10:42:54,,,,
2024-08-20,STORE_AHD_001,105,543.76,18262.72,252.19,900.53,18010.530000000002,2025-12-02 10:42:54,,,,
2024-08-20,STORE_SUR_002,136,457.85,17570.17,873.23,834.85,16696.94,2025-12-02 10:42:54,,,,
2024-08-20,STORE_VDR_003,150,402.04,13680.83,209.42,673.57,13471.41,2025-12-02 10:42:54,,,,
2024-08-21,STORE_AHD_001,58,425.9,15575.01,630.15,747.24,14944.86,2025-12-02 10:42:54,,,,
2024-08-21,STORE_SUR_002,126,288.86,6598.55,232.9,318.28,6365.650000000001,2025-12-02 10:42:54,,,,
2024-08-21,STORE_VDR_003,120,298.12,8657.36,306.0,417.57,8351.36,2025-12-02 10:42:54,,,,
2024-08-22,STORE_AHD_001,138,160.03,4850.87,102.49,237.42,4748.38,2025-12-02 10:42:54,,,,
2024-08-22,STORE_SUR_002,87,315.52,9390.16,312.49,453.88,9077.67,2025-12-02 10:42:54,,,,
2024-08-22,STORE_VDR_003,139,484.28,10587.73,517.59,503.51,10070.14,2025-12-02 10:42:54,,,,
2024-08-23,STORE_AHD_001,121,405.58,11017.36,138.08,543.96,10879.28,2025-12-02 10:42:54,,,,
2024-08-23,STORE_SUR_002,108,291.02,11455.3,492.51,548.14,10962.789999999999,2025-12-02 10:42:54,,,,
2024-08-23,STORE_VDR_003,103,235.47,8610.4,202.43,420.4,8407.97,2025-12-02 10:42:54,,,,
2024-08-24,STORE_AHD_001,113,176.16,6526.46,271.06,312.77,6255.4,2025-12-02 10:42:54,,,,
2024-08-24,STORE_SUR_002,127,447.77,9366.84,328.28,451.93,9038.56,2025-12-02 10:42:54,,,,
2024-08-24,STORE_VDR_003,147,317.62,7141.6,316.42,341.26,6825.18,2025-12-02 10:42:54,,,,
2024-08-25,STORE_AHD_001,96,316.3,12600.37,341.62,612.94,12258.75,2025-12-02 10:42:54,,,,
2024-08-25,STORE_SUR_002,128,511.05,19237.43,424.66,940.64,18812.77,2025-12-02 10:42:54,,,,
2024-08-25,STORE_VDR_003,75,160.14,4357.2,57.94,214.96,4299.26,2025-12-02 10:42:54,,,,
2024-08-26,STORE_AHD_001,125,508.63,11856.42,306.53,577.49,11549.89,2025-12-02 10:42:54,,,,
2024-08-26,STORE_SUR_002,79,432.17,15171.17,412.19,737.95,14758.98,2025-12-02 10:42:54,,,,
2024-08-26,STORE_VDR_003,51,422.59,8460.98,245.98,410.75,8215.0,2025-12-02 10:42:54,,,,
2024-08-27,STORE_AHD_001,56,375.28,11404.34,317.07,554.36,11087.27,2025-12-02 10:42:54,,,,
2024-08-27,STORE_SUR_002,41,419.11,15231.37,754.35,723.85,14477.02,2025-12-02 10:42:54,,,,
2024-08-27,STORE_VDR_003,94,418.43,12366.28,236.91,606.47,12129.37,2025-12-02 10:42:54,,,,
2024-08-28,STORE_AHD_001,51,434.23,9574.14,215.74,467.92,9358.4,2025-12-02 10:42:54,,,,
2024-08-28,STORE_SUR_002,78,178.97,6347.92,254.72,304.66,6093.2,2025-12-02 10:42:54,,,,
2024-08-28,STORE_VDR_003,57,395.88,13278.9,169.13,655.49,13109.77,2025-12-02 10:42:54,,,,
2024-08-29,STORE_AHD_001,112,123.64,4080.17,112.63,198.38,3967.54,2025-12-02 10:42:54,,,,
2024-08-29,STORE_SUR_002,132,211.61,7399.02,346.24,352.64,7052.780000000001,2025-12-02 10:42:54,,,,
2024-08-29,STORE_VDR_003,118,415.22,15445.87,208.02,761.89,15237.85,2025-12-02 10:42:54,,,,
2024-08-30,STORE_AHD_001,52,180.21,4048.08,158.69,194.47,3889.39,2025-12-02 10:42:54,,,,
2024-08-30,STORE_SUR_002,84,534.2,14044.16,218.99,691.26,13825.17,2025-12-02 10:42:54,,,,
2024-08-30,STORE_VDR_003,75,397.19,9915.19,337.51,478.88,9577.68,2025-12-02 10:42:54,,,,
2024-08-31,STORE_AHD_001,132,381.27,13565.36,510.32,652.75,13055.04,2025-12-02 10:42:54,,,,
2024-08-31,STORE_SUR_002,148,484.24,18167.01,330.96,891.8,17836.05,2025-12-02 10:42:54,,,,
2024-08-31,STORE_VDR_003,117,339.09,11853.53,258.66,579.74,11594.87,2025-12-02 10:42:54,,,,
2024-09-01,STORE_AHD_001,46,457.03,16396.21,320.93,803.76,16075.279999999999,2025-12-02 10:42:54,,,,
2024-09-01,STORE_SUR_002,89,168.48,5052.99,170.57,244.12,4882.42,2025-12-02 10:42:54,,,,
2024-09-01,STORE_VDR_003,107,502.15,10164.19,248.45,495.79,9915.74,2025-12-02 10:42:54,,,,
2024-09-02,STORE_AHD_001,80,176.75,6577.98,215.33,318.13,6362.65,2025-12-02 10:42:54,,,,
2024-09-02,STORE_SUR_002,86,354.93,8325.03,240.1,404.25,8084.93,2025-12-02 10:42:54,,,,
2024-09-02,STORE_VDR_003,138,151.39,4806.22,50.71,237.78,4755.51,2025-12-02 10:42:54,,,,
2024-09-03,STORE_AHD_001,67,137.13,2908.44,120.91,139.38,2787.53,2025-12-02 10:42:54,,,,
2024-09-03,STORE_SUR_002,104,243.19,8329.89,338.9,399.55,7990.99,2025-12-02 10:42:54,,,,
2024-09-03,STORE_VDR_003,94,421.78,9130.93,287.28,442.18,8843.65,2025-12-02 10:42:54,,,,
2024-09-04,STORE_AHD_001,118,185.65,4023.4,52.95,198.52,3970.4500000000003,2025-12-02 10:42:54,,,,
2024-09-04,STORE_SUR_002,66,538.95,12453.81,287.31,608.33,12166.5,2025-12-02 10:42:54,,,,
2024-09-04,STORE_VDR_003,115,392.75,14410.21,536.67,693.68,13873.539999999999,2025-12-02 10:42:54,,,,
2024-09-05,STORE_AHD_001,48,253.37,7284.32,350.65,346.68,6933.67,2025-12-02 10:42:54,,,,
2024-09-05,STORE_SUR_002,70,144.9,3147.84,86.19,153.08,3061.65,2025-12-02 10:42:54,,,,
2024-09-05,STORE_VDR_003,98,383.29,8087.64,296.36,389.56,7791.280000000001,2025-12-02 10:42:54,,,,
2024-09-06,STORE_AHD_001,124,438.48,9817.07,376.15,472.05,9440.92,2025-12-02 10:42:54,,,,
2024-09-06,STORE_SUR_002,129,124.88,3737.44,89.21,182.41,3648.23,2025-12-02 10:42:54,,,,
2024-09-06,STORE_VDR_003,106,456.68,15716.78,262.13,772.73,15454.650000000001,2025-12-02 10:42:54,,,,
2024-09-07,STORE_AHD_001,56,442.4,16576.37,651.74,796.23,15924.63,2025-12-02 10:42:54,,,,
2024-09-07,STORE_SUR_002,55,451.72,9299.62,393.23,445.32,8906.390000000001,2025-12-02 10:42:54,,,,
2024-09-07,STORE_VDR_003,74,345.26,8720.92,427.34,414.68,8293.58,2025-12-02 10:42:54,,,,
2024-09-08,STORE_AHD_001,120,153.14,4456.98,108.77,217.41,4348.209999999999,2025-12-02 10:42:54,,,,
2024-09-08,STORE_SUR_002,103,489.52,11424.24,186.13,561.91,11238.11,2025-12-02 10:42:54,,,,
2024-09-08,STORE_VDR_003,138,164.25,5170.3,201.18,248.46,4969.12,2025-12-02 10:42:54,,,,
2024-09-09,STORE_AHD_001,69,438.54,8793.33,389.96,420.17,8403.37,2025-12-02 10:42:54,,,,
2024-09-09,STORE_SUR_002,41,225.16,6627.65,167.81,322.99,6459.839999999999,2025-12-02 10:42:54,,,,
2024-09-09,STORE_VDR_003,59,196.95,7721.79,88.14,381.68,7633.65,2025-12-02 10:42:54,,,,
2024-09-10,STORE_AHD_001,142,513.0,17859.23,478.18,869.05,17381.05,2025-12-02 10:42:54,,,,
2024-09-10,STORE_SUR_002,81,226.75,8688.4,198.07,424.52,8490.33,2025-12-02 10:42:54,,,,
2024-09-10,STORE_VDR_003,145,153.49,4214.25,126.77,204.37,4087.48,2025-12-02 10:42:54,,,,
2024-09-11,STORE_AHD_001,46,197.12,7113.42,350.38,338.15,6763.04,2025-12-02 10:42:54,,,,
2024-09-11,STORE_SUR_002,91,149.64,4384.73,93.36,214.57,4291.37,2025-12-02 10:42:54,,,,
2024-09-11,STORE_VDR_003,148,253.6,5510.15,155.77,267.72,5354.379999999999,2025-12-02 10:42:54,,,,
2024-09-12,STORE_AHD_001,87,206.29,6451.95,142.95,315.45,6309.0,2025-12-02 10:42:54,,,,
2024-09-12,STORE_SUR_002,119,224.31,6138.35,300.01,291.92,5838.34,2025-12-02 10:42:54,,,,
2024-09-12,STORE_VDR_003,138,453.63,15717.95,500.81,760.86,15217.140000000001,2025-12-02 10:42:54,,,,
2024-09-13,STORE_AHD_001,141,225.4,4536.75,119.78,220.85,4416.97,2025-12-02 10:42:54,,,,
2024-09-13,STORE_SUR_002,69,352.86,11545.17,435.7,555.47,11109.47,2025-12-02 10:42:54,,,,
2024-09-13,STORE_VDR_003,41,528.93,10594.07,384.48,510.48,10209.59,2025-12-02 10:42:54,,,,
2024-09-14,STORE_AHD_001,148,437.38,11437.58,208.25,561.47,11229.33,2025-12-02 10:42:54,,,,
2024-09-14,STORE_SUR_002,70,300.52,11787.51,576.44,560.55,11211.07,2025-12-02 10:42:54,,,,
2024-09-14,STORE_VDR_003,58,426.01,9312.81,436.31,443.83,8876.5,2025-12-02 10:42:54,,,,
2024-09-15,STORE_AHD_001,148,343.5,11684.82,290.95,569.69,11393.869999999999,2025-12-02 10:42:54,,,,
2024-09-15,STORE_SUR_002,135,156.51,3429.38,52.61,168.84,3376.77,2025-12-02 10:42:54,,,,
2024-09-15,STORE_VDR_003,144,289.57,9219.31,115.16,455.21,9104.15,2025-12-02 10:42:54,,,,
2024-09-16,STORE_AHD_001,124,534.61,13223.81,270.29,647.68,12953.519999999999,2025-12-02 10:42:54,,,,
2024-09-16,STORE_SUR_002,80,518.2,14436.56,624.76,690.59,13811.8,2025-12-02 10:42:54,,,,
2024-09-16,STORE_VDR_003,81,256.76,6531.75,84.83,322.35,6446.92,2025-12-02 10:42:54,,,,
2024-09-17,STORE_AHD_001,65,178.53,6320.49,90.76,311.49,6229.73,2025-12-02 10:42:54,,,,
2024-09-17,STORE_SUR_002,53,190.68,5590.95,146.82,272.21,5444.13,2025-12-02 10:42:54,,,,
2024-09-17,STORE_VDR_003,108,274.06,9703.57,272.44,471.56,9431.13,2025-12-02 10:42:54,,,,
2024-09-18,STORE_AHD_001,99,233.95,5240.08,85.44,257.73,5154.64,2025-12-02 10:42:54,,,,
2024-09-18,STORE_SUR_002,127,250.81,8551.14,291.87,412.96,8259.269999999999,2025-12-02 10:42:54,,,,
2024-09-18,STORE_VDR_003,67,479.45,12732.21,173.78,627.92,12558.429999999998,2025-12-02 10:42:54,,,,
2024-09-19,STORE_AHD_001,71,536.41,14979.19,179.12,740.0,14800.07,2025-12-02 10:42:54,,,,
2024-09-19,STORE_SUR_002,78,231.87,9231.56,103.79,456.39,9127.769999999999,2025-12-02 10:42:54,,,,
2024-09-19,STORE_VDR_003,91,487.48,15169.93,485.51,734.22,14684.42,2025-12-02 10:42:54,,,,
2024-09-20,STORE_AHD_001,52,318.68,11497.32,179.26,565.9,11318.06,2025-12-02 10:42:54,,,,
2024-09-20,STORE_SUR_002,41,146.52,5218.93,98.59,256.02,5120.34,2025-12-02 10:42:54,,,,
2024-09-20,STORE_VDR_003,65,474.18,13013.77,458.24,627.78,12555.53,2025-12-02 10:42:54,,,,
