order_id,order_number,customer_id,order_ts,channel,order_status,payment_status,delivery_slot_id,delivery_address_id,total_amount,tax_amount,discount_amount,shipping_charge,net_amount,coupon_code,source_campaign,fulfillment_centre_id,created_at,updated_at,Unnamed: 19
EORDR5251,ORDR20250251,CUST1098,2025-09-05 16:00:00,Mobile App,PLACED,PAID,SLOT46,ADDR6251,1873.35,93.67,197.68,61.57,1830.91,NEWUSER,,Surat Distribution Centre,2025-09-05 16:00:00,2025-09-06 21:00:00,
EORDR5412,ORDR20250412,CUST1032,2025-09-05 19:00:00,Mobile App,CANCELLED,REFUNDED,SLOT5,ADDR6412,1829.91,91.5,23.21,74.9,1973.1,,Google,Ahmedabad Collection Centre,2025-09-05 19:00:00,2025-09-06 05:00:00,
EORDR5154,ORDR20250154,CUST1040,2025-09-05 21:00:00,Mobile App,PACKED,PAID,SLOT6,ADDR6154,1300.61,65.03,169.88,47.66,1243.42,NEWUSER,Google,Surat Distribution Centre,2025-09-05 21:00:00,2025-09-07 18:00:00,
EORDR5241,ORDR20250241,CUST1054,2025-09-06 20:00:00,Web,SHIPPED,PAID,SLOT10,ADDR6241,1690.63,84.53,44.58,53.49,1784.07,,Google,Ahmedabad Collection Centre,2025-09-06 20:00:00,2025-09-08 17:00:00,
EORDR5130,ORDR20250130,CUST1035,2025-09-07 09:00:00,Mobile App,CANCELLED,PENDING,SLOT42,ADDR6130,1267.54,63.38,198.29,83.22,1215.85,,FB Ads,Surat Distribution Centre,2025-09-07 09:00:00,2025-09-07 14:00:00,
EORDR5418,ORDR20250418,CUST1042,2025-09-07 09:00:00,Web,CONFIRMED,PAID,SLOT23,ADDR6418,5189.36,259.47,117.9,118.66,5449.59,FRESH10,Google,Surat Distribution Centre,2025-09-07 09:00:00,2025-09-09 08:00:00,
EORDR5164,ORDR20250164,CUST1084,2025-09-07 14:00:00,Web,PACKED,REFUNDED,SLOT41,ADDR6164,4579.57,228.98,24.4,135.76,4919.91,FRESH10,Organic,Ahmedabad Collection Centre,2025-09-07 14:00:00,2025-09-07 18:00:00,
EORDR5401,ORDR20250401,CUST1049,2025-09-07 15:00:00,Web,PACKED,PAID,SLOT20,ADDR6401,1681.18,84.06,127.33,110.64,1748.55,,Referral,Ahmedabad Collection Centre,2025-09-07 15:00:00,2025-09-08 10:00:00,
EORDR5380,ORDR20250380,CUST1052,2025-09-08 01:00:00,Web,CONFIRMED,REFUNDED,SLOT12,ADDR6380,2324.59,116.23,170.95,34.55,2304.42,FRESH10,,Surat Distribution Centre,2025-09-08 01:00:00,2025-09-11 00:00:00,
EORDR5288,ORDR20250288,CUST1069,2025-09-08 17:00:00,Web,PLACED,REFUNDED,SLOT27,ADDR6288,3087.08,154.35,140.54,44.35,3145.24,FRESH10,Referral,Ahmedabad Collection Centre,2025-09-08 17:00:00,2025-09-11 01:00:00,
EORDR5477,ORDR20250477,CUST1001,2025-09-08 19:00:00,Web,CANCELLED,PAID,SLOT6,ADDR6477,638.69,31.93,120.71,111.63,661.54,NEWUSER,,Ahmedabad Collection Centre,2025-09-08 19:00:00,2025-09-09 23:00:00,
EORDR5068,ORDR20250068,CUST1008,2025-09-09 17:00:00,Mobile App,PLACED,REFUNDED,SLOT13,ADDR6068,2352.68,117.63,121.02,111.34,2460.63,NEWUSER,FB Ads,Ahmedabad Collection Centre,2025-09-09 17:00:00,2025-09-10 21:00:00,
EORDR5089,ORDR20250089,CUST1096,2025-09-10 13:00:00,Mobile App,PACKED,PENDING,SLOT16,ADDR6089,1039.89,51.99,47.01,63.78,1108.65,NEWUSER,FB Ads,Ahmedabad Collection Centre,2025-09-10 13:00:00,2025-09-12 01:00:00,
EORDR5019,ORDR20250019,CUST1012,2025-09-11 07:00:00,Web,CONFIRMED,REFUNDED,SLOT31,ADDR6019,631.41,31.57,145.62,90.73,608.09,FRESH10,FB Ads,Ahmedabad Collection Centre,2025-09-11 07:00:00,2025-09-13 05:00:00,
EORDR5363,ORDR20250363,CUST1020,2025-09-11 08:00:00,Mobile App,PACKED,PENDING,SLOT32,ADDR6363,1664.2,83.21,187.66,112.2,1671.95,NEWUSER,Referral,Surat Distribution Centre,2025-09-11 08:00:00,2025-09-13 19:00:00,
EORDR5028,ORDR20250028,CUST1093,2025-09-11 09:00:00,Mobile App,SHIPPED,REFUNDED,SLOT18,ADDR6028,4273.0,213.65,132.88,113.15,4466.92,NEWUSER,Google,Surat Distribution Centre,2025-09-11 09:00:00,2025-09-14 03:00:00,
EORDR5471,ORDR20250471,CUST1003,2025-09-11 09:00:00,Mobile App,CONFIRMED,PENDING,SLOT13,ADDR6471,910.69,45.53,170.34,80.53,866.41,NEWUSER,Organic,Surat Distribution Centre,2025-09-11 09:00:00,2025-09-12 05:00:00,
EORDR5116,ORDR20250116,CUST1010,2025-09-11 16:00:00,Web,PACKED,PAID,SLOT49,ADDR6116,5603.83,280.19,72.26,100.52,5912.28,FRESH10,Organic,Ahmedabad Collection Centre,2025-09-11 16:00:00,2025-09-11 19:00:00,
EORDR5032,ORDR20250032,CUST1044,2025-09-11 17:00:00,Web,SHIPPED,PENDING,SLOT50,ADDR6032,3948.05,197.4,35.78,75.69,4185.36,,Referral,Ahmedabad Collection Centre,2025-09-11 17:00:00,2025-09-11 19:00:00,
EORDR5084,ORDR20250084,CUST1062,2025-09-12 02:00:00,Mobile App,CONFIRMED,PENDING,SLOT49,ADDR6084,3740.45,187.02,30.05,47.74,3945.16,FRESH10,Organic,Ahmedabad Collection Centre,2025-09-12 02:00:00,2025-09-13 21:00:00,
EORDR5043,ORDR20250043,CUST1067,2025-09-12 12:00:00,Web,PACKED,PENDING,SLOT3,ADDR6043,934.62,46.73,63.69,44.98,962.64,NEWUSER,FB Ads,Surat Distribution Centre,2025-09-12 12:00:00,2025-09-13 18:00:00,
EORDR5213,ORDR20250213,CUST1097,2025-09-12 14:00:00,Web,SHIPPED,REFUNDED,SLOT2,ADDR6213,3284.42,164.22,165.26,52.84,3336.22,,Organic,Surat Distribution Centre,2025-09-12 14:00:00,2025-09-12 19:00:00,
EORDR5041,ORDR20250041,CUST1009,2025-09-14 07:00:00,Web,PACKED,PENDING,SLOT11,ADDR6041,3556.45,177.82,114.05,128.82,3749.04,FRESH10,FB Ads,Ahmedabad Collection Centre,2025-09-14 07:00:00,2025-09-14 18:00:00,
EORDR5162,ORDR20250162,CUST1084,2025-09-14 13:00:00,Web,DELIVERED,REFUNDED,SLOT24,ADDR6162,1038.74,51.94,111.19,108.28,1087.77,NEWUSER,FB Ads,Surat Distribution Centre,2025-09-14 13:00:00,2025-09-15 03:00:00,
EORDR5303,ORDR20250303,CUST1076,2025-09-15 02:00:00,Mobile App,CONFIRMED,PAID,SLOT41,ADDR6303,3621.6,181.08,195.61,148.06,3755.13,FRESH10,,Ahmedabad Collection Centre,2025-09-15 02:00:00,2025-09-18 02:00:00,
EORDR5026,ORDR20250026,CUST1033,2025-09-16 00:00:00,Web,CONFIRMED,PAID,SLOT7,ADDR6026,4461.65,223.08,80.96,71.01,4674.78,NEWUSER,Organic,Surat Distribution Centre,2025-09-16 00:00:00,2025-09-18 23:00:00,
EORDR5067,ORDR20250067,CUST1026,2025-09-16 09:00:00,Web,PLACED,PENDING,SLOT37,ADDR6067,1488.6,74.43,71.73,33.14,1524.44,NEWUSER,Referral,Ahmedabad Collection Centre,2025-09-16 09:00:00,2025-09-18 06:00:00,
EORDR5069,ORDR20250069,CUST1038,2025-09-17 00:00:00,Web,CANCELLED,REFUNDED,SLOT47,ADDR6069,1633.32,81.67,46.71,59.9,1728.18,NEWUSER,Google,Ahmedabad Collection Centre,2025-09-17 00:00:00,2025-09-18 06:00:00,
EORDR5113,ORDR20250113,CUST1066,2025-09-17 21:00:00,Web,CONFIRMED,PENDING,SLOT5,ADDR6113,2479.3,123.97,29.5,136.0,2709.77,FRESH10,FB Ads,Surat Distribution Centre,2025-09-17 21:00:00,2025-09-18 18:00:00,
EORDR5183,ORDR20250183,CUST1066,2025-09-18 00:00:00,Web,CONFIRMED,PENDING,SLOT9,ADDR6183,3088.75,154.44,81.88,107.26,3268.57,,,Surat Distribution Centre,2025-09-18 00:00:00,2025-09-18 06:00:00,
EORDR5260,ORDR20250260,CUST1062,2025-09-18 06:00:00,Web,CONFIRMED,PAID,SLOT25,ADDR6260,2336.89,116.84,166.92,117.35,2404.16,,FB Ads,Surat Distribution Centre,2025-09-18 06:00:00,2025-09-18 13:00:00,
EORDR5374,ORDR20250374,CUST1036,2025-09-18 08:00:00,Mobile App,PACKED,REFUNDED,SLOT2,ADDR6374,2245.51,112.28,47.89,65.92,2375.82,FRESH10,Organic,Surat Distribution Centre,2025-09-18 08:00:00,2025-09-18 21:00:00,
EORDR5280,ORDR20250280,CUST1040,2025-09-18 11:00:00,Web,PLACED,REFUNDED,SLOT33,ADDR6280,1104.38,55.22,182.98,108.44,1085.06,NEWUSER,Organic,Ahmedabad Collection Centre,2025-09-18 11:00:00,2025-09-20 04:00:00,
EORDR5027,ORDR20250027,CUST1031,2025-09-19 01:00:00,Web,CONFIRMED,PENDING,SLOT7,ADDR6027,4436.55,221.83,140.77,57.47,4575.08,NEWUSER,Referral,Ahmedabad Collection Centre,2025-09-19 01:00:00,2025-09-21 01:00:00,
EORDR5020,ORDR20250020,CUST1094,2025-09-19 02:00:00,Mobile App,DELIVERED,PENDING,SLOT11,ADDR6020,981.99,49.1,150.25,125.33,1006.17,FRESH10,FB Ads,Surat Distribution Centre,2025-09-19 02:00:00,2025-09-19 20:00:00,
EORDR5296,ORDR20250296,CUST1096,2025-09-19 17:00:00,Web,CONFIRMED,PAID,SLOT8,ADDR6296,596.01,29.8,41.76,32.3,616.35,FRESH10,,Surat Distribution Centre,2025-09-19 17:00:00,2025-09-22 11:00:00,
EORDR5454,ORDR20250454,CUST1044,2025-09-19 19:00:00,Web,PACKED,PAID,SLOT26,ADDR6454,4550.27,227.51,186.12,36.09,4627.75,FRESH10,Google,Surat Distribution Centre,2025-09-19 19:00:00,2025-09-20 19:00:00,
EORDR5215,ORDR20250215,CUST1045,2025-09-19 23:00:00,Mobile App,DELIVERED,PAID,SLOT3,ADDR6215,1509.77,75.49,107.22,81.33,1559.37,FRESH10,Organic,Surat Distribution Centre,2025-09-19 23:00:00,2025-09-20 11:00:00,
EORDR5369,ORDR20250369,CUST1077,2025-09-20 03:00:00,Web,PACKED,REFUNDED,SLOT11,ADDR6369,780.18,39.01,36.73,118.21,900.67,,Google,Ahmedabad Collection Centre,2025-09-20 03:00:00,2025-09-20 21:00:00,
EORDR5433,ORDR20250433,CUST1054,2025-09-20 03:00:00,Web,PLACED,PAID,SLOT27,ADDR6433,2544.05,127.2,101.39,89.22,2659.08,,FB Ads,Ahmedabad Collection Centre,2025-09-20 03:00:00,2025-09-20 13:00:00,
EORDR5134,ORDR20250134,CUST1012,2025-09-20 08:00:00,Web,CANCELLED,REFUNDED,SLOT27,ADDR6134,4612.59,230.63,72.14,53.5,4824.58,,Google,Surat Distribution Centre,2025-09-20 08:00:00,2025-09-22 20:00:00,
EORDR5427,ORDR20250427,CUST1068,2025-09-20 09:00:00,Mobile App,PLACED,PENDING,SLOT27,ADDR6427,3392.0,169.6,176.27,116.95,3502.28,NEWUSER,Google,Surat Distribution Centre,2025-09-20 09:00:00,2025-09-20 17:00:00,
EORDR5170,ORDR20250170,CUST1007,2025-09-20 11:00:00,Web,CANCELLED,PENDING,SLOT22,ADDR6170,1920.85,96.04,102.62,96.78,2011.05,NEWUSER,FB Ads,Ahmedabad Collection Centre,2025-09-20 11:00:00,2025-09-22 18:00:00,
EORDR5394,ORDR20250394,CUST1060,2025-09-21 01:00:00,Web,DELIVERED,PAID,SLOT32,ADDR6394,4953.15,247.66,98.07,58.09,5160.83,,Organic,Surat Distribution Centre,2025-09-21 01:00:00,2025-09-22 20:00:00,
EORDR5049,ORDR20250049,CUST1095,2025-09-21 02:00:00,Web,CANCELLED,PAID,SLOT42,ADDR6049,2414.78,120.74,175.58,47.1,2407.04,FRESH10,Organic,Surat Distribution Centre,2025-09-21 02:00:00,2025-09-24 00:00:00,
EORDR5423,ORDR20250423,CUST1008,2025-09-21 17:00:00,Mobile App,CANCELLED,PENDING,SLOT28,ADDR6423,2709.56,135.48,127.75,83.45,2800.74,,,Ahmedabad Collection Centre,2025-09-21 17:00:00,2025-09-23 02:00:00,
EORDR5094,ORDR20250094,CUST1083,2025-09-21 20:00:00,Web,PACKED,REFUNDED,SLOT4,ADDR6094,5748.05,287.4,120.13,89.65,6004.97,,Referral,Surat Distribution Centre,2025-09-21 20:00:00,2025-09-23 03:00:00,
EORDR5025,ORDR20250025,CUST1030,2025-09-21 22:00:00,Web,PLACED,PENDING,SLOT8,ADDR6025,501.33,25.07,47.69,46.65,525.36,,Referral,Ahmedabad Collection Centre,2025-09-21 22:00:00,2025-09-24 07:00:00,
EORDR5257,ORDR20250257,CUST1093,2025-09-21 23:00:00,Web,CONFIRMED,PAID,SLOT22,ADDR6257,777.4,38.87,139.96,125.38,801.69,,FB Ads,Ahmedabad Collection Centre,2025-09-21 23:00:00,2025-09-22 06:00:00,
EORDR5077,ORDR20250077,CUST1041,2025-09-22 00:00:00,Web,CONFIRMED,REFUNDED,SLOT13,ADDR6077,2055.39,102.77,189.36,107.65,2076.45,FRESH10,,Surat Distribution Centre,2025-09-22 00:00:00,2025-09-23 02:00:00,
EORDR5239,ORDR20250239,CUST1030,2025-09-22 08:00:00,Web,CONFIRMED,PENDING,SLOT10,ADDR6239,4039.58,201.98,44.21,58.79,4256.14,FRESH10,FB Ads,Ahmedabad Collection Centre,2025-09-22 08:00:00,2025-09-24 13:00:00,
EORDR5449,ORDR20250449,CUST1029,2025-09-22 09:00:00,Web,SHIPPED,PENDING,SLOT30,ADDR6449,5720.98,286.05,103.89,98.59,6001.73,,Google,Ahmedabad Collection Centre,2025-09-22 09:00:00,2025-09-23 21:00:00,
EORDR5163,ORDR20250163,CUST1100,2025-09-23 00:00:00,Mobile App,PACKED,PENDING,SLOT35,ADDR6163,4599.57,229.98,84.3,143.2,4888.45,NEWUSER,,Surat Distribution Centre,2025-09-23 00:00:00,2025-09-23 14:00:00,
EORDR5126,ORDR20250126,CUST1089,2025-09-23 14:00:00,Web,CANCELLED,PAID,SLOT16,ADDR6126,4109.27,205.46,65.28,97.12,4346.57,NEWUSER,Google,Surat Distribution Centre,2025-09-23 14:00:00,2025-09-25 16:00:00,
EORDR5310,ORDR20250310,CUST1031,2025-09-23 15:00:00,Mobile App,SHIPPED,PAID,SLOT24,ADDR6310,3299.19,164.96,166.6,125.17,3422.72,NEWUSER,Organic,Ahmedabad Collection Centre,2025-09-23 15:00:00,2025-09-26 11:00:00,
EORDR5090,ORDR20250090,CUST1099,2025-09-23 18:00:00,Web,SHIPPED,PAID,SLOT26,ADDR6090,2933.13,146.66,129.47,106.82,3057.14,,FB Ads,Surat Distribution Centre,2025-09-23 18:00:00,2025-09-25 21:00:00,
EORDR5244,ORDR20250244,CUST1064,2025-09-23 18:00:00,Mobile App,DELIVERED,PAID,SLOT8,ADDR6244,4190.4,209.52,63.87,66.93,4402.98,NEWUSER,Referral,Ahmedabad Collection Centre,2025-09-23 18:00:00,2025-09-26 06:00:00,
EORDR5283,ORDR20250283,CUST1072,2025-09-23 22:00:00,Mobile App,CANCELLED,PAID,SLOT49,ADDR6283,1608.25,80.41,137.46,76.36,1627.56,NEWUSER,FB Ads,Surat Distribution Centre,2025-09-23 22:00:00,2025-09-25 09:00:00,
EORDR5470,ORDR20250470,CUST1020,2025-09-24 02:00:00,Web,PACKED,PAID,SLOT15,ADDR6470,5797.43,289.87,174.06,44.67,5957.91,NEWUSER,FB Ads,Surat Distribution Centre,2025-09-24 02:00:00,2025-09-25 12:00:00,
EORDR5270,ORDR20250270,CUST1064,2025-09-24 03:00:00,Web,PLACED,PENDING,SLOT2,ADDR6270,908.98,45.45,172.53,124.44,906.34,,,Ahmedabad Collection Centre,2025-09-24 03:00:00,2025-09-26 09:00:00,
EORDR5479,ORDR20250479,CUST1068,2025-09-24 08:00:00,Web,CANCELLED,PENDING,SLOT33,ADDR6479,2010.99,100.55,184.91,35.74,1962.37,,Referral,Surat Distribution Centre,2025-09-24 08:00:00,2025-09-24 10:00:00,
EORDR5435,ORDR20250435,CUST1028,2025-09-24 10:00:00,Mobile App,CANCELLED,PENDING,SLOT1,ADDR6435,2390.63,119.53,32.46,137.32,2615.02,NEWUSER,Google,Ahmedabad Collection Centre,2025-09-24 10:00:00,2025-09-26 15:00:00,
EORDR5111,ORDR20250111,CUST1012,2025-09-24 13:00:00,Mobile App,PLACED,PAID,SLOT18,ADDR6111,5079.94,254.0,70.55,82.45,5345.84,FRESH10,Organic,Ahmedabad Collection Centre,2025-09-24 13:00:00,2025-09-25 04:00:00,
EORDR5387,ORDR20250387,CUST1040,2025-09-24 13:00:00,Web,PLACED,PAID,SLOT1,ADDR6387,2332.21,116.61,173.34,49.14,2324.62,FRESH10,Organic,Surat Distribution Centre,2025-09-24 13:00:00,2025-09-26 00:00:00,
EORDR5087,ORDR20250087,CUST1046,2025-09-24 16:00:00,Web,SHIPPED,PENDING,SLOT27,ADDR6087,2881.43,144.07,141.37,135.95,3020.08,FRESH10,,Ahmedabad Collection Centre,2025-09-24 16:00:00,2025-09-25 00:00:00,
EORDR5312,ORDR20250312,CUST1015,2025-09-24 17:00:00,Web,CONFIRMED,PENDING,SLOT40,ADDR6312,649.23,32.46,39.67,77.57,719.59,FRESH10,Organic,Surat Distribution Centre,2025-09-24 17:00:00,2025-09-26 06:00:00,
EORDR5485,ORDR20250485,CUST1100,2025-09-25 10:00:00,Web,PACKED,PENDING,SLOT42,ADDR6485,784.36,39.22,112.69,94.02,804.91,NEWUSER,,Ahmedabad Collection Centre,2025-09-25 10:00:00,2025-09-27 06:00:00,
EORDR5415,ORDR20250415,CUST1003,2025-09-25 11:00:00,Web,PACKED,REFUNDED,SLOT43,ADDR6415,5188.34,259.42,145.43,43.63,5345.96,NEWUSER,,Surat Distribution Centre,2025-09-25 11:00:00,2025-09-27 23:00:00,
EORDR5046,ORDR20250046,CUST1037,2025-09-26 06:00:00,Web,CONFIRMED,PENDING,SLOT15,ADDR6046,3388.04,169.4,67.73,30.6,3520.31,,,Surat Distribution Centre,2025-09-26 06:00:00,2025-09-29 05:00:00,
EORDR5228,ORDR20250228,CUST1092,2025-09-26 17:00:00,Mobile App,PACKED,PENDING,SLOT1,ADDR6228,2425.54,121.28,184.3,73.01,2435.53,,Referral,Surat Distribution Centre,2025-09-26 17:00:00,2025-09-29 08:00:00,
EORDR5407,ORDR20250407,CUST1049,2025-09-27 05:00:00,Web,DELIVERED,PAID,SLOT47,ADDR6407,4603.47,230.17,73.67,36.38,4796.35,NEWUSER,Referral,Ahmedabad Collection Centre,2025-09-27 05:00:00,2025-09-29 04:00:00,
EORDR5211,ORDR20250211,CUST1038,2025-09-27 13:00:00,Web,SHIPPED,REFUNDED,SLOT26,ADDR6211,3517.91,175.9,45.79,124.15,3772.17,FRESH10,Google,Ahmedabad Collection Centre,2025-09-27 13:00:00,2025-09-28 17:00:00,
EORDR5391,ORDR20250391,CUST1073,2025-09-27 17:00:00,Web,SHIPPED,PENDING,SLOT5,ADDR6391,3996.14,199.81,191.26,115.26,4119.95,NEWUSER,FB Ads,Ahmedabad Collection Centre,2025-09-27 17:00:00,2025-09-28 00:00:00,
EORDR5432,ORDR20250432,CUST1011,2025-09-27 18:00:00,Mobile App,DELIVERED,REFUNDED,SLOT7,ADDR6432,3506.46,175.32,156.66,41.66,3566.78,NEWUSER,Referral,Ahmedabad Collection Centre,2025-09-27 18:00:00,2025-09-28 22:00:00,
EORDR5035,ORDR20250035,CUST1038,2025-10-01 07:00:00,Web,DELIVERED,PAID,SLOT4,ADDR6035,1094.73,54.74,137.29,66.62,1078.8,FRESH10,,Ahmedabad Collection Centre,2025-10-01 07:00:00,2025-10-02 08:00:00,New
EORDR5428,ORDR20250428,CUST1068,2025-10-01 09:00:00,Web,PACKED,PENDING,SLOT33,ADDR6428,4057.16,202.86,174.31,87.13,4172.84,FRESH10,Google,Ahmedabad Collection Centre,2025-10-01 09:00:00,2025-10-03 11:00:00,Repeat
EORDR5060,ORDR20250060,CUST1061,2025-10-01 16:00:00,Mobile App,CANCELLED,PAID,SLOT42,ADDR6060,2558.03,127.9,191.97,90.81,2584.77,,Organic,Ahmedabad Collection Centre,2025-10-01 16:00:00,2025-10-04 02:00:00,
EORDR5496,ORDR20250496,CUST1014,2025-10-02 05:00:00,Mobile App,CANCELLED,PENDING,SLOT13,ADDR6496,5351.74,267.59,100.35,112.21,5631.19,NEWUSER,Google,Ahmedabad Collection Centre,2025-10-02 05:00:00,2025-10-04 03:00:00,
EORDR5466,ORDR20250466,CUST1088,2025-10-02 06:00:00,Web,PACKED,PAID,SLOT36,ADDR6466,4338.0,216.9,34.31,116.95,4637.54,NEWUSER,Google,Ahmedabad Collection Centre,2025-10-02 06:00:00,2025-10-04 07:00:00,Repeat
EORDR5034,ORDR20250034,CUST1036,2025-10-03 05:00:00,Web,DELIVERED,PENDING,SLOT16,ADDR6034,5519.95,276.0,76.93,73.1,5792.12,FRESH10,,Ahmedabad Collection Centre,2025-10-03 05:00:00,2025-10-03 20:00:00,New
EORDR5315,ORDR20250315,CUST1096,2025-10-03 05:00:00,Mobile App,CANCELLED,PENDING,SLOT28,ADDR6315,858.21,42.91,107.68,73.77,867.21,FRESH10,Organic,Ahmedabad Collection Centre,2025-10-03 05:00:00,2025-10-03 16:00:00,
EORDR5277,ORDR20250277,CUST1004,2025-10-03 17:00:00,Web,SHIPPED,PAID,SLOT40,ADDR6277,2698.28,134.91,185.98,126.83,2774.04,NEWUSER,Google,Ahmedabad Collection Centre,2025-10-03 17:00:00,2025-10-04 12:00:00,Repeat
EORDR5438,ORDR20250438,CUST1049,2025-10-03 19:00:00,Web,SHIPPED,PAID,SLOT31,ADDR6438,1421.42,71.07,148.35,32.76,1376.9,,,Surat Distribution Centre,2025-10-03 19:00:00,2025-10-05 18:00:00,Repeat
EORDR5379,ORDR20250379,CUST1009,2025-10-03 20:00:00,Mobile App,PACKED,REFUNDED,SLOT24,ADDR6379,2654.25,132.71,144.43,141.49,2784.02,FRESH10,FB Ads,Surat Distribution Centre,2025-10-03 20:00:00,2025-10-05 14:00:00,Repeat
EORDR5013,ORDR20250013,CUST1053,2025-10-03 22:00:00,Web,PACKED,PENDING,SLOT21,ADDR6013,5198.25,259.91,113.4,128.98,5473.74,FRESH10,Referral,Surat Distribution Centre,2025-10-03 22:00:00,2025-10-05 05:00:00,Repeat
EORDR5305,ORDR20250305,CUST1024,2025-10-04 21:00:00,Web,DELIVERED,REFUNDED,SLOT43,ADDR6305,5301.75,265.09,187.45,51.71,5431.1,NEWUSER,Referral,Ahmedabad Collection Centre,2025-10-04 21:00:00,2025-10-07 14:00:00,Repeat
EORDR5101,ORDR20250101,CUST1091,2025-10-05 11:00:00,Web,DELIVERED,PENDING,SLOT6,ADDR6101,5990.23,299.51,182.1,92.5,6200.14,FRESH10,Referral,Ahmedabad Collection Centre,2025-10-05 11:00:00,2025-10-06 05:00:00,Repeat
EORDR5346,ORDR20250346,CUST1088,2025-10-05 21:00:00,Mobile App,SHIPPED,PAID,SLOT42,ADDR6346,2411.88,120.59,105.25,84.15,2511.37,NEWUSER,Referral,Surat Distribution Centre,2025-10-05 21:00:00,2025-10-07 19:00:00,New
EORDR5001,ORDR20250001,CUST1089,2025-10-06 00:00:00,Web,PACKED,REFUNDED,SLOT49,ADDR6001,4297.15,214.86,83.42,122.7,4551.29,NEWUSER,Organic,Surat Distribution Centre,2025-10-06 00:00:00,2025-10-08 07:00:00,New
EORDR5497,ORDR20250497,CUST1084,2025-10-06 00:00:00,Web,PACKED,PENDING,SLOT1,ADDR6497,2379.52,118.98,125.89,108.17,2480.78,FRESH10,,Surat Distribution Centre,2025-10-06 00:00:00,2025-10-08 05:00:00,Repeat
EORDR5014,ORDR20250014,CUST1002,2025-10-06 07:00:00,Web,SHIPPED,REFUNDED,SLOT9,ADDR6014,1013.69,50.68,165.36,82.33,981.34,,Referral,Surat Distribution Centre,2025-10-06 07:00:00,2025-10-06 16:00:00,Repeat
EORDR5480,ORDR20250480,CUST1005,2025-10-07 00:00:00,Web,PLACED,REFUNDED,SLOT34,ADDR6480,558.12,27.91,141.03,56.68,501.68,FRESH10,Organic,Ahmedabad Collection Centre,2025-10-07 00:00:00,2025-10-08 00:00:00,Repeat
EORDR5010,ORDR20250010,CUST1043,2025-10-07 08:00:00,Web,CONFIRMED,PAID,SLOT45,ADDR6010,1828.61,91.43,89.83,137.91,1968.12,NEWUSER,Google,Ahmedabad Collection Centre,2025-10-07 08:00:00,2025-10-09 19:00:00,Repeat
EORDR5452,ORDR20250452,CUST1044,2025-10-07 09:00:00,Mobile App,PACKED,PAID,SLOT40,ADDR6452,1399.13,69.96,88.39,76.56,1457.26,FRESH10,FB Ads,Ahmedabad Collection Centre,2025-10-07 09:00:00,2025-10-09 20:00:00,New
EORDR5192,ORDR20250192,CUST1070,2025-10-07 12:00:00,Web,SHIPPED,REFUNDED,SLOT1,ADDR6192,5591.57,279.58,125.74,55.37,5800.78,FRESH10,Organic,Surat Distribution Centre,2025-10-07 12:00:00,2025-10-08 16:00:00,New
EORDR5273,ORDR20250273,CUST1074,2025-10-07 16:00:00,Web,CANCELLED,REFUNDED,SLOT25,ADDR6273,766.17,38.31,135.72,80.01,748.77,,Google,Ahmedabad Collection Centre,2025-10-07 16:00:00,2025-10-09 08:00:00,
EORDR5062,ORDR20250062,CUST1074,2025-10-08 02:00:00,Web,DELIVERED,PAID,SLOT6,ADDR6062,5538.57,276.93,99.11,57.31,5773.7,NEWUSER,FB Ads,Surat Distribution Centre,2025-10-08 02:00:00,2025-10-08 10:00:00,Repeat
EORDR5085,ORDR20250085,CUST1077,2025-10-08 04:00:00,Web,CONFIRMED,REFUNDED,SLOT9,ADDR6085,2837.71,141.89,60.0,102.76,3022.36,NEWUSER,Google,Ahmedabad Collection Centre,2025-10-08 04:00:00,2025-10-10 02:00:00,New
EORDR5061,ORDR20250061,CUST1022,2025-10-08 13:00:00,Mobile App,CONFIRMED,PAID,SLOT16,ADDR6061,4077.49,203.87,177.71,98.49,4202.14,FRESH10,FB Ads,Ahmedabad Collection Centre,2025-10-08 13:00:00,2025-10-11 06:00:00,Repeat
EORDR5122,ORDR20250122,CUST1067,2025-10-08 21:00:00,Mobile App,CANCELLED,REFUNDED,SLOT21,ADDR6122,3826.6,191.33,64.42,44.59,3998.1,NEWUSER,Referral,Surat Distribution Centre,2025-10-08 21:00:00,2025-10-11 20:00:00,
EORDR5271,ORDR20250271,CUST1009,2025-10-08 21:00:00,Mobile App,PLACED,REFUNDED,SLOT37,ADDR6271,769.5,38.48,139.23,41.61,710.36,,Organic,Surat Distribution Centre,2025-10-08 21:00:00,2025-10-10 09:00:00,New
EORDR5022,ORDR20250022,CUST1069,2025-10-08 22:00:00,Web,CANCELLED,REFUNDED,SLOT41,ADDR6022,3226.51,161.33,182.27,121.98,3327.55,FRESH10,FB Ads,Surat Distribution Centre,2025-10-08 22:00:00,2025-10-09 19:00:00,
EORDR5152,ORDR20250152,CUST1015,2025-10-08 22:00:00,Mobile App,PACKED,REFUNDED,SLOT24,ADDR6152,1395.89,69.79,91.32,82.09,1456.45,NEWUSER,FB Ads,Ahmedabad Collection Centre,2025-10-08 22:00:00,2025-10-10 23:00:00,Repeat
EORDR5486,ORDR20250486,CUST1079,2025-10-08 23:00:00,Web,PLACED,PAID,SLOT16,ADDR6486,1476.13,73.81,180.24,43.11,1412.81,NEWUSER,Referral,Surat Distribution Centre,2025-10-08 23:00:00,2025-10-09 22:00:00,Repeat
